AUTHOR_KEY,AUTHOR_NAME,AUTHOR_AUX,AUTHOR_BIBTEX,AUTHOR_ORCID
books/daglib/0015687,Karin Höß,,,
books/daglib/0009907,Georg Erwin Thaller,,,
books/daglib/0015065,Andy Oakley,,,
books/daglib/0011526,Beate Meffert,,,
books/daglib/0011526,Olaf Hochmuth,,,
books/daglib/0086569,Tammo F. Bruns,,,
books/daglib/0086569,Frank Schulte,,,
books/daglib/0086569,Karsten Unterberger,,,
books/daglib/0018976,Richard P. Cooper,,,
books/daglib/0067374,Michael A. Arbib,,,
books/daglib/0070827,Minsoo Suk,,,
books/daglib/0070827,Suchendra M. Bhandarkar,,,
books/daglib/0034103,Harry J. W. Percival,,,
books/daglib/0017733,Sanjoy Dasgupta,,,
books/daglib/0017733,Christos H. Papadimitriou,,,
books/daglib/0017733,Umesh V. Vazirani,,,
books/daglib/0090592,Thomas Fuhr 0002,,,
books/daglib/0067362,Georgii M. Adelson-Velsky,,,
books/daglib/0067362,Vladimir L. Arlazarov,,,
books/daglib/0067362,M. V. Donskoy,,,
books/daglib/0077391,D. F. Scott,,,
books/daglib/0077391,Seta Frantz,,,
books/daglib/0077391,Kelly Oliver,,,
books/daglib/0078905,Marc Boisseau,,,
books/daglib/0078905,Michel Demange,,,
books/daglib/0078905,Jean-Michel Munier,,,
books/daglib/0068067,John E. Hopcroft,,,
books/daglib/0068067,Jeffrey D. Ullman,,,
books/daglib/0018119,James Essinger,,,
books/daglib/0077411,Stewart Tansley,,,
books/daglib/0077411,Clive C. Hayball,,,
books/daglib/0001233,Hubert B. Keller,,,
books/daglib/0001789,Gregor Meyer,,,
books/daglib/0019148,Nikola Kasabov,,,
books/daglib/0004992,Jay Liebowitz,,,
books/daglib/0067041,David A. Watt,,,
books/daglib/0067041,Brian A. Wichmann,,,
books/daglib/0067041,William Findlay,,,
books/daglib/0009989,Andreas Zeller,,,
books/daglib/0009989,Jens Krinke,,,
books/daglib/0027184,Gary A. Donahue,,,
books/daglib/0015296,Hans-Gerhard Groß,,,
books/daglib/0022947,Michael A. Jackson,,,
books/daglib/0022947,Graham Twaddle,,,
books/daglib/0031445,Oliver Sinnen,,,
books/daglib/0095384,James D. Murray,,,
books/daglib/0090680,David Flanagan,,,
books/daglib/0020936,Susanne Patig,,,
books/daglib/0069791,Ivan Tomek,,,
books/daglib/0022564,Bonnie Roskes,,,
books/daglib/0025718,Derek Partridge,,,
books/daglib/0097714,David C. Kreines,,,
books/daglib/0097714,Brian Laskey,,,
books/daglib/0086944,Gunter Saake,,,
books/daglib/0086944,Ingo Schmitt,,,
books/daglib/0086944,Can Türker,,,
books/daglib/0083203,Joachim Weisbrod,,,
books/daglib/0083748,Michael Schaffner,,,
books/daglib/0037558,Panayotis G. Kevrekidis,,,
books/daglib/0037558,Dimitri J. Frantzeskakis,,,
books/daglib/0037558,Ricardo Carretero-González,,,
books/daglib/0072561,Ernest Wallmüller,,,
books/daglib/0005023,Christoph Schommer,,,
books/daglib/0066829,Judea Pearl,,,
books/daglib/0092267,Tricia Walker,,,
books/daglib/0084474,Kurt Schneider,,,
books/daglib/0092266,Matthew Zeidenberg,,,
books/daglib/0001786,Ulrich Kühler,,,
books/daglib/0070967,Phillip A. Laplante,,,
books/daglib/0084754,Steve Cunningham,,,
books/daglib/0084754,Judson Rosebush,,,
books/daglib/0067315,Wai-Kai Chen,,,
books/daglib/0071830,Heinz-Otto Peitgen,,,
books/daglib/0071830,Hartmut Jürgens,,,
books/daglib/0071830,Dietmar Saupe,,,
books/daglib/0019581,Werner Struckmann,,,
books/daglib/0019581,Dietmar Wätjen,,,
books/daglib/0080381,Michael Barr,,,
books/daglib/0080381,Charles Wells,,,
books/daglib/0023106,Juraj Hromkovic,,,
books/daglib/0068941,James F. Allen,,,
books/daglib/0001335,Ian R. Porteous,,,
books/daglib/0084237,George M. Phillips,,,
books/daglib/0084237,Peter J. Taylor,,,
books/daglib/0066844,Samuel J. Biondo,,,
books/daglib/0025983,Christian Cachin,,,
books/daglib/0025983,Rachid Guerraoui,,,
books/daglib/0025983,Luís E. T. Rodrigues,,,
books/daglib/0007923,Hanspeter Mössenböck,,,
books/daglib/0098582,Anthony J. Fabbri,,,
books/daglib/0098582,A. Robert Schwab,,,
books/daglib/0082439,M. Victor Wickerhauser,,,
books/daglib/0017981,Hannu Nurmi,,,
books/daglib/0072458,Jim Handy,,,
books/daglib/0090864,Woody Leonhard,,,
books/daglib/0090864,Lee Hudspeth,,,
books/daglib/0090864,T. J. Lee,,,
books/daglib/0001340,David F. Rogers,,,
books/daglib/0017098,Wolfgang Keller,,,
books/daglib/0032166,Dirk C. Mattfeld,,,
books/daglib/0017076,Tim Kogel,,,
books/daglib/0017076,Rainer Leupers,,,
books/daglib/0017076,Heinrich Meyr,,,
books/daglib/0025275,Jean-Luc Starck,,,
books/daglib/0025275,Fionn Murtagh,,,
books/daglib/0025275,Mohamed-Jalal Fadili,,,
books/daglib/0084864,Valmir Carneiro Barbosa,,,
books/daglib/0012377,Albrecht Beutelspacher,,,
books/daglib/0012377,Jörg Schwenk,,,
books/daglib/0012377,Klaus-Dieter Wolfenstetter,,,
books/daglib/0001491,Peter H. Ganten,,,
books/daglib/0098539,Harry Feldmann,,,
books/daglib/0094933,Uwe Schöning,,,
books/daglib/0094933,Randall Pruim,,,
books/daglib/0007263,Jonathan Hassell,,,
books/daglib/0070756,Rachel Harrison,,,
books/daglib/0096973,John A. Vince,,,
books/daglib/0096973,Rae A. Earnshaw,,,
books/daglib/0080746,Ulrich Sendler,,,
books/daglib/0067817,Michael Santifaller,,,
books/daglib/0008149,Jay Ts,,,
books/daglib/0008149,Robert Eckstein,,,
books/daglib/0008149,David Collier-Brown,,,
books/daglib/0022681,Peter Saint-Andre,,,
books/daglib/0022681,Kevin Smith,,,
books/daglib/0022681,Remko Troncon,,,
books/daglib/0037378,Jay David Bolter,,,
books/daglib/0037378,Diane Gromala,,,
books/daglib/0037856,Martin Kochol,,,
books/daglib/0028543,Dean Allemang,,,
books/daglib/0028543,James A. Hendler,,,
books/daglib/0024141,Claudia Eckert,,,
books/daglib/0078648,Thomas L. Dean,,,
books/daglib/0078648,James F. Allen,,,
books/daglib/0078648,Yiannis Aloimonos,,,
books/daglib/0091598,Jon Pearce,,,
books/daglib/0016650,Rael Dornfest,,,
books/daglib/0016650,Paul Bausch,,,
books/daglib/0016650,Tara Calishain,,,
books/daglib/0007709,David Lerner,,,
books/daglib/0007709,Aaron Freimark,,,
books/daglib/0076872,Jakob Nielsen,,,
books/daglib/0018126,Kang Zhang,,,
books/daglib/0037386,Wilfried Sauer,,,
books/daglib/0037386,Martin Oppermann,,,
books/daglib/0037386,Sebastian Werner,,,
books/daglib/0037386,Heinz Wohlrabe,,,
books/daglib/0037386,Thomas Zerna,,,
books/daglib/0037386,Gerald Weigert,,,
books/daglib/0037386,Klaus-Jürgen Wolter,,,
books/daglib/0016809,Jeffrey E. F. Friedl,,,
books/daglib/0020219,Bryan Basham,,,
books/daglib/0020219,Kathy Sierra,,,
books/daglib/0020219,Bert Bates,,,
books/daglib/0037370,Stefan Katzenbeisser 0001,,,
books/daglib/0037370,Fabien A. P. Petitcolas,,,
books/daglib/0072388,Mark Allen Weiss,,,
books/daglib/0020822,Christoph Beierle,,,
books/daglib/0020822,Gabriele Kern-Isberner,,,
books/daglib/0021998,Jesse Liberty,,,
books/daglib/0021998,Brian MacDonald,,,
books/daglib/0091882,Martin V. Künzli,,,
books/daglib/0021862,Rob Davis,,,
books/daglib/0075991,Hans Joseph,,,
books/daglib/0009008,Martin Schönhoff,,,
books/daglib/0019573,Karl Eilebrecht,,,
books/daglib/0019573,Gernot Starke,,,
books/daglib/0000897,Arnold R. Krommer,,,
books/daglib/0000897,Christoph W. Ueberhuber,,,
books/daglib/0037653,Alessandro Agnetis,,,0000-0001-5803-0438
books/daglib/0037653,Jean-Charles Billaut,,,
books/daglib/0037653,Stanislaw Gawiejnowicz,,,
books/daglib/0037653,Dario Pacciarelli,,,
books/daglib/0037653,Ameur Soukhal,,,
books/daglib/0008645,Marco Meier,,,
books/daglib/0081894,Adrian Biran,,,
books/daglib/0081894,Moshe Breiner,,,
books/daglib/0078676,Leslie Lamport,,,
books/daglib/0028390,Cliff Hall,,,
books/daglib/0017715,Rolf Schulmeister,,,
books/daglib/0080725,Henri E. Bal,,,
books/daglib/0080725,Dick Grune,,,
books/daglib/0098258,Gene E. Likens,,,
books/daglib/0098258,F. Herbert Bormann,,,
books/daglib/0032328,Gennady L. Andrienko,,,
books/daglib/0032328,Natalia V. Andrienko,,,
books/daglib/0032328,Peter Bak,,,
books/daglib/0032328,Daniel A. Keim,,,
books/daglib/0032328,Stefan Wrobel,,,
books/daglib/0014482,Wolfgang Kellerer,,,
books/daglib/0014482,Peter Sties,,,
books/daglib/0014482,Alexander B. Schmidt,,,
books/daglib/0067812,Arto Salomaa,,,
books/daglib/0067812,Matti Soittola,,,
books/daglib/0088072,Chuck Musciano,,,
books/daglib/0088072,Bill Kennedy,,,
books/daglib/0012610,Witold Pedrycz,,,
books/daglib/0079716,Ulrich Golze,,,
books/daglib/0002433,Malcolm P. Atkinson,,,
books/daglib/0002433,Mick J. Jordan,,,
books/daglib/0014069,Andreas Spillner 0002,,,
books/daglib/0014069,Tilo Linz,,,
books/daglib/0098686,Frank-O. Zimmermann,,,
books/daglib/0015106,Jon M. Kleinberg,,,
books/daglib/0015106,Éva Tardos,,,
books/daglib/0096482,Michael Barr,,,
books/daglib/0009523,Hooman H. Rashidi,,,
books/daglib/0009523,Lukas K. Bühler,,,
books/daglib/0030488,Reinhard Diestel,,,
books/daglib/0068765,Francis G. McCabe,,,
books/daglib/0010393,Ji-Young Lim,,,
books/daglib/0041075,Annick Laruelle,,,
books/daglib/0041075,Federico Valenciano,,,
books/daglib/0078494,Richard J. Gaylord,,,
books/daglib/0078494,Paul R. Wellin,,,
books/daglib/0013993,Michael Havey,,,
books/daglib/0007300,Ralf H. Reussner,,,
books/daglib/0030515,Jennifer L. Mueller,,,
books/daglib/0030515,Samuli Siltanen,,,
books/daglib/0020190,Christoph Zahrnt,,,
books/daglib/0067978,Nissim Francez,,,
books/daglib/0025530,Schahram Dustdar,,,0000-0001-6872-8821
books/daglib/0025530,Fei Li 0002,,,
books/daglib/0034526,Carol J. Fung,,,
books/daglib/0034526,Raouf Boutaba,,,
books/daglib/0098542,Robert W. Floyd,,,
books/daglib/0098542,Richard Beigel,,,
books/daglib/0009083,Thomas Bräunl,,,
books/daglib/0078658,Robert P. Bostrom,,,
books/daglib/0078658,Richard T. Watson,,,
books/daglib/0078658,Susan T. Kinney,,,
books/daglib/0091266,Mark Whitehorn,,,
books/daglib/0091266,Mary Whitehorn,,,
books/daglib/0021605,Thomas Bräunl,,,
books/daglib/0035427,Anthony J. Roberts,,,
books/daglib/0080400,Thomas Hoppe,,,
books/daglib/0083232,Reiner W. Hartenstein,,,
books/daglib/0083323,Irmtraut Barth,,,
books/daglib/0083323,Annegret Duda,,,
books/daglib/0037571,Peter Schaar,,,
books/daglib/0069224,Russel G. Sage,,,
books/daglib/0083128,Pierre Deransart,,,
books/daglib/0083128,AbdelAli Ed-Dbali,,,
books/daglib/0083128,Laurent Cervoni,,,
books/daglib/0030491,Jaroslav Nesetril,,,
books/daglib/0030491,Patrice Ossona de Mendez,,,
books/daglib/0003510,Mitch Tulloch,,,
books/daglib/0032226,Jean E. Sammet,,,
books/daglib/0002661,Daniel P. Bovet,,,
books/daglib/0002661,Marco Cesati,,,
books/daglib/0068058,Dieter Hofbauer,,,
books/daglib/0068058,Ralf-Detlef Kutsche,,,
books/daglib/0030036,Clarissa Cassales Marquezan,,,
books/daglib/0030036,Lisandro Zambenedetti Granville,,,
books/daglib/0092276,Susan Folkes,,,
books/daglib/0092276,Sue Stubenvoll,,,
books/daglib/0002624,Michael Krutwig,,,
books/daglib/0002624,Robert Tolksdorf,,,
books/daglib/0072564,John Kelly,,,
books/daglib/0017314,Bernd Brügge,,,
books/daglib/0017314,Allen H. Dutoit,,,
books/daglib/0028535,Klaus Backhaus,,,
books/daglib/0028535,Jörg Becker,,,
books/daglib/0028535,Daniel Beverungen,,,
books/daglib/0028535,Margarethe Frohs,,,
books/daglib/0028535,Ralf Knackstedt,,,
books/daglib/0028535,Oliver Müller,,,
books/daglib/0028535,Michael Steiner,,,
books/daglib/0028535,Matthias Weddeling,,,
books/daglib/0010260,Jörg Rech,,,
books/daglib/0010384,Michael H. Breitner,,,
books/daglib/0000904,William L. Briggs,,,
books/daglib/0009648,Cary V. Millsap,,,
books/daglib/0009648,Jeff Holt,,,
books/daglib/0040360,G. Maarten Bonnema,,,
books/daglib/0040360,Karel Th. Veenvliet,,,
books/daglib/0040360,Jan F. Broenink,,,
books/daglib/0019933,Alias Abdul-Rahman,,,
books/daglib/0019933,Morakot Pilouk,,,
books/daglib/0083670,Patrick Niemeyer,,,
books/daglib/0083670,Joshua Peck,,,
books/daglib/0086228,Rainer Weiß,,,
books/daglib/0067602,Ben Shneiderman,,,
books/daglib/0095041,Michael Baumgardt,,,
books/daglib/0003351,Berndt Farwer,,,
books/daglib/0007099,Ramez Elmasri,,,
books/daglib/0007099,Shamkant B. Navathe,,,
books/daglib/0066727,Ben C. Moszkowski,,,
books/daglib/0072654,Hide Ishiguro,,,
books/daglib/0067873,Branko Soucek,,,
books/daglib/0018329,Frank van der Linden 0001,,,
books/daglib/0018329,Klaus Schmid,,,
books/daglib/0018329,Eelco Rommes,,,
books/daglib/0002481,Jan Koolman,,,
books/daglib/0002481,Klaus-Heinrich Röhm,,,
books/daglib/0068876,Gary J. Nutt,,,
books/daglib/0015618,Vladimir Medvet,,,
books/daglib/0012859,Michael Mitzenmacher,,,
books/daglib/0012859,Eli Upfal,,,
books/daglib/0032806,Anita Schöbel,,,
books/daglib/0067889,Richard S. Bird,,,
books/daglib/0067889,Philip Wadler,,,
books/daglib/0090450,Derek J. Andrews,,,
books/daglib/0080415,Andrew Ainger,,,
books/daglib/0080415,Rukesh Kaura,,,
books/daglib/0080415,Richard Ennals,,,
books/daglib/0080028,Adelino Santos,,,
books/daglib/0020156,Berthold Daum,,,
books/daglib/0006734,C. J. Date,,,
books/daglib/0088182,Rolf Oppliger,,,
books/daglib/0089786,Howard E. Burdick,,,
books/daglib/0027904,Minna Pikkarainen,,,
books/daglib/0027904,Wim Codenie,,,
books/daglib/0027904,Nick Boucart,,,
books/daglib/0027904,José Antonio Heredia,,,
books/daglib/0020395,Thomas Hoeren,,,
books/daglib/0028630,Marc Ebner,,,
books/daglib/0008466,Peter Flynn,,,
books/daglib/0009965,Thomas Hoffmann-Walbeck,,,
books/daglib/0084142,Susan B. Peck,,,
books/daglib/0084142,Stephen Arrants,,,
books/daglib/0095221,Peter Herrmann,,,
books/daglib/0018971,Douglas N. Walton,,,
books/daglib/0011200,Arnold Schönhage,,,
books/daglib/0024240,Robert J. Glushko,,,
books/daglib/0024240,Tim McGrath,,,
books/daglib/0001323,Josef Hoschek,,,
books/daglib/0001323,Dieter Lasser,,,
books/daglib/0024006,Arthur K. Kordon,,,
books/daglib/0077983,Boris Beizer,,,
books/daglib/0072851,Saumyendra Sengupta,,,
books/daglib/0072851,Carl Korobkin,,,
books/daglib/0076470,Volker Gengenbach,,,
books/daglib/0015140,Howard Bowman,,,
books/daglib/0015140,Rodolfo Gómez,,,
books/daglib/0071019,John C. Beatty,,,
books/daglib/0071019,Kellogg S. Booth,,,
books/daglib/0084367,Johan A. K. Suykens,,,
books/daglib/0084367,Joos Vandewalle,,,
books/daglib/0084367,Bart De Moor,,,
books/daglib/0080727,R. Kent Nagle,,,
books/daglib/0080727,Edward B. Saff,,,
books/daglib/0035746,Graham Everest,,,
books/daglib/0035746,Alfred J. van der Poorten,,,
books/daglib/0035746,Igor E. Shparlinski,,,
books/daglib/0035746,Thomas Ward 0001,,,
books/daglib/0083551,Gregory M. P. O'Hare,,,
books/daglib/0083551,Nicholas R. Jennings,,,
books/daglib/0005777,Robert Sedgewick,,,
books/daglib/0031948,Nicholas Asher,,,
books/daglib/0017151,Marcus T. Schmitz,,,
books/daglib/0017151,Bashir M. Al-Hashimi,,,
books/daglib/0017151,Petru Eles,,,
books/daglib/0012085,Cynthia Breazeal,,,
books/daglib/0029461,Takashi Matsuyama,,,
books/daglib/0029461,Shohei Nobuhara,,,
books/daglib/0029461,Takeshi Takai,,,
books/daglib/0029461,Tony Tung,,,
books/daglib/0092155,Rolf Assfalg,,,
books/daglib/0092155,Udo Goebels,,,
books/daglib/0092155,Heinrich Welter,,,
books/daglib/0040393,Samuel Kai-Wah Chu,,,
books/daglib/0040393,Rebecca B. Reynolds,,,
books/daglib/0040393,Nicole J. Tavares,,,
books/daglib/0040393,Michele Notari,,,
books/daglib/0040393,Celina Wing Yi Lee,,,
books/daglib/0015567,Dan Gillmor,,,
books/daglib/0071994,John M. Howie,,,
books/daglib/0094739,Wolfgang Pohl,,,
books/daglib/0091766,Allen I. Holub,,,
books/daglib/0070927,Melanie Mitchell,,,
books/daglib/0008567,Karim Yaghmour,,,
books/daglib/0023086,Pierluigi Frisco,,,
books/daglib/0093213,Thomas Lindblad,,,
books/daglib/0093213,Jason M. Kinser,,,
books/daglib/0075873,Eric S. Roberts,,,
books/daglib/0029287,Tom Geudens,,,
books/daglib/0073222,Bruno Codenotti,,,
books/daglib/0073222,Mauro Leoncini,,,
books/daglib/0020150,Christian Bloch,,,
books/daglib/0073417,Keith Devlin,,,
books/daglib/0023544,Klaus Jansen,,,
books/daglib/0023544,Marian Margraf,,,
books/daglib/0028973,Tim Downey,,,
books/daglib/0070695,Kai Hwang 0001,,,
books/daglib/0070695,Faye A. Briggs,,,
books/daglib/0007387,Peter Shirley,,,
books/daglib/0077989,Richard A. DeMillo,,,
books/daglib/0077989,W. Michael McCracken,,,
books/daglib/0077989,Rhonda J. Martin,,,
books/daglib/0077989,John F. Passafiume,,,
books/daglib/0033699,Jean-Marc Jézéquel,,,
books/daglib/0033699,Michel Train,,,
books/daglib/0033699,Christine Mingins,,,
books/daglib/0019877,Roland H. Kaschek,,,
books/daglib/0066751,Robert W. Sebesta,,,
books/daglib/0011227,Rael Dornfest,,,
books/daglib/0011227,James Duncan Davidson,,,
books/daglib/0068950,Des Watson,,,
books/daglib/0027500,Eoghan Casey,,,
books/daglib/0002129,Pablo Pedregal,,,
books/daglib/0067176,Michael C. Fairhurst,,,
books/daglib/0011126,John E. Hopcroft,,,
books/daglib/0011126,Rajeev Motwani,,,
books/daglib/0011126,Jeffrey D. Ullman,,,
books/daglib/0026038,Annette Kielholz,,,
books/daglib/0033669,Anne Benoit,,,
books/daglib/0033669,Yves Robert,,,
books/daglib/0033669,Frédéric Vivien,,,
books/daglib/0085294,Karsten Günther,,,
books/daglib/0072477,James B. Martin,,,
books/daglib/0017891,Anirban Chakrabarti,,,
books/daglib/0028067,Yves Crama,,,
books/daglib/0028067,Peter L. Hammer,,,
books/daglib/0022052,Pavel Brazdil,,,
books/daglib/0022052,Christophe G. Giraud-Carrier,,,
books/daglib/0022052,Carlos Soares,,,0000-0003-4549-8917
books/daglib/0022052,Ricardo Vilalta,,,
books/daglib/0007436,Richard Kipp Martin,,,
books/daglib/0008454,John Grant,,,
books/daglib/0077422,Wolfgang A. Halang,,,
books/daglib/0077422,Krzysztof Sacha,,,
books/daglib/0014409,C. J. Date,,,
books/daglib/0014409,Hugh Darwen,,,
books/daglib/0014409,Nikos A. Lorentzos,,,
books/daglib/0091742,Clemens A. Szyperski,,,
books/daglib/0001683,Patrick Niemeyer,,,
books/daglib/0001683,Jonathan Knudsen,,,
books/daglib/0032690,Martin Charles Golumbic,,,
books/daglib/0080762,Roy Hall,,,
books/daglib/0080762,Danielle Forsyth,,,
books/daglib/0012900,Ben Hammersley,,,
books/daglib/0011522,Matthias Kalle Dalheimer,,,
books/daglib/0011522,Jesper K. Pedersen,,,
books/daglib/0007401,Peter Pepper,,,
books/daglib/0074390,Jacek Biala,,,
books/daglib/0010391,Stephen B. Balakirsky,,,
books/daglib/0077418,Horst D. Wettstein,,,
books/daglib/0068140,Rick F. van der Lans,,,
books/daglib/0002484,Volker Heun,,,
books/daglib/0067918,Anne Brüggemann-Klein,,,
books/daglib/0000273,Natascha Nicol,,,
books/daglib/0000273,Ralf Albrecht,,,
books/daglib/0013745,Colin Atkinson,,,
books/daglib/0013745,Joachim Bayer,,,
books/daglib/0013745,Christian Bunse,,,
books/daglib/0013745,Erik Kamsties,,,
books/daglib/0013745,Oliver Laitenberger,,,
books/daglib/0013745,Roland Laqua,,,
books/daglib/0013745,Dirk Muthig,,,
books/daglib/0013745,Barbara Paech,,,
books/daglib/0013745,Jürgen Wüst,,,
books/daglib/0013745,Jörg Zettel,,,
books/daglib/0071713,Alfs T. Berztiss,,,
books/daglib/0017520,Danny Goodman,,,
books/daglib/0098570,Neil A. B. Gray,,,
books/daglib/0072149,René Lalement,,,
books/daglib/0066908,Eddy H. Debaere,,,
books/daglib/0066908,Jan M. Van Campenhout,,,
books/daglib/0001185,Hans Stadtherr,,,
books/daglib/0007471,Monty Newborn,,,
books/daglib/0009187,Derrick Story,,,
books/daglib/0012119,Brett D. McLaughlin,,,
books/daglib/0012652,Thomas Stahl,,,
books/daglib/0012652,Markus Völter,,,
books/daglib/0016919,Elmar Langetepe,,,
books/daglib/0016919,Gabriel Zachmann,,,
books/daglib/0083083,Hans-Joachim Bungartz,,,
books/daglib/0083083,Michael Griebel,,,
books/daglib/0083083,Christoph Zenger 0001,,,
books/daglib/0016987,Robert H. Bishop,,,
books/daglib/0020450,Walter Hehl,,,
books/daglib/0088192,Albrecht Beutelspacher,,,
books/daglib/0028715,Ryan Boyd,,,
books/daglib/0068066,Wolfgang Hübner,,,
books/daglib/0087857,Peter Dietz,,,
books/daglib/0030694,Antonio Robles-Kelly,,,
books/daglib/0030694,Cong Phuoc Huynh,,,
books/daglib/0026677,Mark Galassi,,,
books/daglib/0026677,Jim Davies,,,
books/daglib/0026677,James Theiler,,,
books/daglib/0026677,Brian Gough,,,
books/daglib/0026677,Gerard Jungman,,,
books/daglib/0017740,Steven J. Brams,,,
books/daglib/0032967,Katharina J. Rohlfink,,,
books/daglib/0000756,Arnold Robbins,,,
books/daglib/0084790,Wolfgang Reisig,,,
books/daglib/0023942,Mitchell L. Model,,,
books/daglib/0078622,Uwe Schöning,,,
books/daglib/0077427,John W. Dawson,,,
books/daglib/0091551,John Hunt,,,
books/daglib/0066856,Christoph Schulz,,,
books/daglib/0006336,Ulrich John,,,
books/daglib/0017989,Lawrence Snyder,,,
books/daglib/0084814,Olaf Munkelt,,,
books/daglib/0076836,Anneliese von Mayrhauser,,,
books/daglib/0017739,Steven J. Brams,,,
books/daglib/0017739,Peter C. Fishburn,,,
books/daglib/0021543,Jonathan Zdziarski,,,
books/daglib/0088982,Ulrike Erb,,,
books/daglib/0068119,Karl-Rudolf Koch,,,
books/daglib/0078909,Bruce Schneier,,,
books/daglib/0084749,Marc Ewing,,,
books/daglib/0029334,Joseph Albahari,,,
books/daglib/0029334,Ben Albahari,,,
books/daglib/0040517,Magnus Olsson,,,
books/daglib/0040517,Shabnam Sultana,,,
books/daglib/0040517,Stefan Rommer,,,
books/daglib/0040517,Lars Frid,,,
books/daglib/0040517,Catherine Mulligan,,,
books/daglib/0091702,David Poole,,,
books/daglib/0091702,Alan K. Mackworth,,,
books/daglib/0091702,Randy Goebel,,,
books/daglib/0033852,Anshu Narang-Siddarth,,,
books/daglib/0033852,John Valasek,,,
books/daglib/0073494,Li-Xin Wang,,,
books/daglib/0025096,Ian Griffiths,,,
books/daglib/0025096,Matthew Adams,,,
books/daglib/0025096,Jesse Liberty,,,
books/daglib/0087371,Christiane Funken,,,
books/daglib/0087371,Kurt Hammerich,,,
books/daglib/0087371,Britta Schinzel,,,
books/daglib/0018049,Kenneth C. Feldt,,,
books/daglib/0080435,Steve Oualline,,,
books/daglib/0007182,Scott Oaks,,,
books/daglib/0007182,Bernard Traversat,,,
books/daglib/0007182,Li Gong,,,
books/daglib/0034805,Vin de Silva,,,
books/daglib/0034805,Joel W. Robbin,,,
books/daglib/0034805,Dietmar A. Salamon,,,
books/daglib/0085922,Ralf Böhme,,,
books/daglib/0003712,Tom Bialaski,,,
books/daglib/0003712,Michael Haines,,,
books/daglib/0007813,Bruce Potter,,,
books/daglib/0007813,Bob Fleck,,,
books/daglib/0024285,Christoph Börgers,,,
books/daglib/0072393,Chris MacMahon,,,
books/daglib/0072393,Jimmie Browne,,,
books/daglib/0072400,J. Glenn Brookshear,,,
books/daglib/0012536,Alberto Macii,,,
books/daglib/0012536,Luca Benini,,,
books/daglib/0012536,Massimo Poncino,,,
books/daglib/0070727,Cameron Smith,,,
books/daglib/0070727,Nancy Blachman,,,
books/daglib/0016195,N. D. Gilbert,,,
books/daglib/0016195,Timothy Porter,,,
books/daglib/0074230,Jim E. Cooling,,,
books/daglib/0074230,Niall Cooling,,,
books/daglib/0074230,Joanne Cooling,,,
books/daglib/0078822,Stefan Strobel,,,
books/daglib/0078822,Thomas Uhl,,,
books/daglib/0018266,William D. Gropp,,,
books/daglib/0018266,Ewing L. Lusk,,,
books/daglib/0018266,Anthony Skjellum,,,
books/daglib/0084524,Bruce Schneier,,,
books/daglib/0006351,George Reese,,,
books/daglib/0006351,Randy Jay Yarger,,,
books/daglib/0006351,Tim King 0004,,,
books/daglib/0006351,Hugh E. Williams,,,
books/daglib/0013076,Peter Neckel,,,
books/daglib/0013076,Bernd Knobloch,,,
books/daglib/0085293,Louis Perrochon,,,
books/daglib/0078097,Maureen H. Fenrick,,,
books/daglib/0080638,Les Goldschlager,,,
books/daglib/0080638,Andrew M. Lister,,,
books/daglib/0015649,Christian Queinnec,,,
books/daglib/0001913,J. P. Hamilton,,,
books/daglib/0067127,Dusan Petkovic,,,
books/daglib/0017570,Ralf Lankau,,,
books/daglib/0089701,Joachim Denzler,,,
books/daglib/0014403,Eugene Thacker,,,
books/daglib/0009766,Dan Shafer,,,
books/daglib/0009766,Kevin Yank,,,
books/daglib/0092924,Anil C. Kokaram,,,
books/daglib/0078096,Randall J. LeVeque,,,
books/daglib/0068854,Uyless D. Black,,,
books/daglib/0018910,Steve Souders,,,
books/daglib/0074207,Heinz Billing,,,
books/daglib/0080048,Ramesh C. Jain,,,
books/daglib/0080048,Rangachar Kasturi,,,
books/daglib/0080048,Brian G. Schunck,,,
books/daglib/0070543,Rudolph Sommerhalder,,,
books/daglib/0070543,S. Christian van Westrhenen,,,
books/daglib/0021863,Sherif Ghali,,,
books/daglib/0087189,Fan Dai,,,
books/daglib/0070704,Augie Hansen,,,
books/daglib/0085430,Klaus Kilberth,,,
books/daglib/0085430,Guido Gryczan,,,
books/daglib/0085430,Heinz Züllighoven,,,
books/daglib/0008451,Howard H. Frederick,,,
books/daglib/0090269,Hamid R. Tizhoosh,,,
books/daglib/0020812,Hector Garcia-Molina,,,
books/daglib/0020812,Jeffrey D. Ullman,,,
books/daglib/0020812,Jennifer Widom,,,
books/daglib/0038948,Daniel H. Huson,,,
books/daglib/0038948,Regula Rupp,,,
books/daglib/0038948,Céline Scornavacca,,,
books/daglib/0092229,Rikk Carey,,,
books/daglib/0092229,Gavin Bell,,,
books/daglib/0020024,Mel Slater,,,
books/daglib/0020024,Anthony Steed,,,
books/daglib/0020024,Yiorgos Chrysanthou,,,
books/daglib/0004331,Volker Turau,,,
books/daglib/0004331,Krister Saleck,,,
books/daglib/0004331,Marco Schmidt,,,
books/daglib/0087770,Ulrich Babiak,,,
books/daglib/0031373,Lee A. Segel,,,
books/daglib/0031373,Leah Edelstein-Keshet,,,
books/daglib/0075541,Markus A. Thies,,,
books/daglib/0020157,Rachel Andrew,,,
