AUTHOR_KEY,AUTHOR_NAME,AUTHOR_AUX,AUTHOR_BIBTEX,AUTHOR_ORCID
books/ws/MonacoP91,Roberto Monaco,,,
books/ws/MonacoP91,Luigi Preziosi,,,
books/ws/ZouDP08,Xukai Zou,,,
books/ws/ZouDP08,Yuan-Shun Dai,,,
books/ws/ZouDP08,Yi Pan,,,
books/ws/ChenL10,Chun-Hung Chen,,,
books/ws/ChenL10,Loo Hay Lee,,,
books/ws/DAcunto04,Berardino D'Acunto,,,
books/ws/Mamontov01,Yevgeny V. Mamontov,,,
books/ws/Mamontov01,Magnus Willander,,,
books/ws/Gzyl95,Henryk Gzyl,,,
books/ws/CarmichaelKP07,Richard D. Carmichael,,,
books/ws/CarmichaelKP07,Andrzej Kaminski,,,
books/ws/CarmichaelKP07,Stevan Pilipovic,,,
books/ws/MikaB95,Janusz R. Mika,,,
books/ws/MikaB95,Jacek Banasiak,,,
books/ws/Phat96,Vu Ngoc Phat,,,
books/ws/SaitY99,Sadiq M. Sait,,,
books/ws/SaitY99,Habib Youssef,,,
books/ws/KhoussainovK12,Bakhadyr Khoussainov,,,
books/ws/KhoussainovK12,Nodira Khoussainova,,,
books/ws/Voller09,Vaughan R. Voller,,,
books/ws/Szczepanski12,Andrzej Szczepanski,,,
books/ws/Namatame06,Akira Namatame,,,
books/ws/Berndt07,Bruce C. Berndt,,,
books/ws/LiaoT08,T. Warren Liao,,,
books/ws/LiaoT08,Evangelos Triantaphyllou,,,
books/ws/SibaniJ13,Paolo Sibani,,,
books/ws/SibaniJ13,Henrik Jeldtoft Jensen,,,
books/ws/Burgin09,Mark Burgin,,,
books/ws/Zaknich03,Anthony Zaknich,,,
books/ws/Johnson14,Jeffrey Johnson,,,
books/ws/WangHD11,Zhan Wang,,,
books/ws/WangHD11,Shoudong Huang,,,
books/ws/WangHD11,Gamini Dissanayake,,,
books/ws/Gomez-Rodriguez10,Carlos Gómez-Rodríguez,,,
books/ws/Manlove13,David F. Manlove,,,
books/ws/Chukwu00,Ethelbert Nwakuche Chukwu,,,
books/ws/BainovS95,Drumi D. Bainov,,,
books/ws/BainovS95,Pavel S. Simeonov,,,
books/ws/Soize94,Christian Soize,,,
books/ws/SchroterC10,Michael Schröter,,,
books/ws/SchroterC10,Anjan Chakravorty,,,
books/ws/BatemanD04,Paul Bateman,,,
books/ws/BatemanD04,Harold G. Diamond,,,
books/ws/Arora07,Narain D. Arora,,,
books/ws/Handzic05,Meliha Handzic,,,
books/ws/Meystel91,Alex Meystel,,,
books/ws/SchockaertCK10,Steven Schockaert,,,
books/ws/SchockaertCK10,Martine De Cock,,,
books/ws/SchockaertCK10,Etienne E. Kerre,,,
books/ws/Gill15,Asif Qumer Gill,,,
books/ws/Klove07,Torleiv Kløve,,,
books/ws/BellmanR84,Richard Bellman,,,
books/ws/BellmanR84,Robert Roth,,,
books/ws/GzylV11,Henryk Gzyl,,,
books/ws/GzylV11,Yurayh Velásquez,,,
books/ws/BellmanR83,Richard Bellman,,,
books/ws/BellmanR83,Robert Roth,,,
books/ws/Chukwu01,Ethelbert Nwakuche Chukwu,,,
books/ws/TirozziBF07,Brunello Tirozzi,,,
books/ws/TirozziBF07,Daniela Bianchi,,,
books/ws/TirozziBF07,Enrico Ferraro,,,
books/ws/Dhillon03a,Balbir S. Dhillon,,,
books/ws/BellomoLPT91,Nicola Bellomo,,,
books/ws/BellomoLPT91,Miroslaw Lachowicz,,,
books/ws/BellomoLPT91,J. Polewczak,,,
books/ws/BellomoLPT91,Giuseppe Toscani,,,
books/ws/Belleni-Morante94,Aldo Belleni-Morante,,,
books/ws/Dhillon03,Balbir S. Dhillon,,,
books/ws/SeoWKW14,Jin Keun Seo,,,
books/ws/SeoWKW14,Eung Je Woo,,,
books/ws/SeoWKW14,Ulrich Katscher,,,
books/ws/SeoWKW14,Yi Wang,,,
books/ws/LeFlochM15,Philippe G. LeFloch,,,
books/ws/LeFlochM15,Yue Ma,,,
books/ws/Bellman83,Richard Bellman,,,
books/ws/Mickens04,Ronald E. Mickens,,,
books/ws/RyabkoF05,Boris Ryabko,,,
books/ws/RyabkoF05,Andrei Fionov,,,
books/ws/Liu10,Alex X. Liu,,,
books/ws/Ding07,Yanheng Ding,,,
books/ws/PilipovicSV11,Stevan Pilipovic,,,
books/ws/PilipovicSV11,Bogoljub Stankovic,,,
books/ws/PilipovicSV11,Jasson Vindas,,,
books/ws/Shi11,Zhongzhi Shi,,,
books/ws/Miura-MattauschME08,Mitiko Miura-Mattausch,,,
books/ws/Miura-MattauschME08,Hans Jürgen Mattausch,,,
books/ws/Miura-MattauschME08,Tatsuya Ezaki,,,
books/ws/Fasshauer07,Gregory E. Fasshauer,,,
books/ws/Hofkirchner13,Wolfgang Hofkirchner,,,
books/ws/Haikonen12,Pentti O. A. Haikonen,,,
books/ws/TanR13,Margaret Tan,,,
books/ws/TanR13,Madanmohan Rao,,,
books/ws/Hales14,Colin G. Hales,,,
books/ws/PasiourasTZ05,Fotios Pasiouras,,,
books/ws/PasiourasTZ05,Sailesh Tanna,,,
books/ws/PasiourasTZ05,Constantin Zopounidis,,,
books/ws/BeyahMC09,Raheem A. Beyah,,,
books/ws/BeyahMC09,Janise McNair,,,
books/ws/BeyahMC09,Cherita L. Corbett,,,
books/ws/LakshmikanthamBS89,V. Lakshmikantham,,,
books/ws/LakshmikanthamBS89,Drumi D. Bainov,,,
books/ws/LakshmikanthamBS89,Pavel S. Simeonov,,,
books/ws/Mickens96,Ronald E. Mickens,,,
books/ws/LiuH11,Weidong Liu 0002,,,
books/ws/LiuH11,Chenming Hu,,,
books/ws/BainovC94,Drumi D. Bainov,,,
books/ws/BainovC94,Valéry Covachev,,,
books/ws/DarleyO07,Vince Darley,,,
books/ws/DarleyO07,Alexander Outkin,,,
books/ws/HasebrookM04,Joachim Hasebrook,,,
books/ws/HasebrookM04,Hermann A. Maurer,,,
books/ws/NishizekiR04,Takao Nishizeki,,,
books/ws/NishizekiR04,Md. Saidur Rahman 0001,,,
books/ws/VukobratovicSEK09,Miomir Vukobratovic,,,
books/ws/VukobratovicSEK09,Dragoljub Surdilovic,,,
books/ws/VukobratovicSEK09,Yury Ekalo,,,
books/ws/VukobratovicSEK09,Dusko Katic,,,
books/ws/Janowitz10,Melvin F. Janowitz,,,
books/ws/Wallace15,Rodrick Wallace,,,
books/ws/ItoK02,Kazufumi Ito,,,
books/ws/ItoK02,Franz Kappel,,,
books/ws/CattaniR07,Carlo Cattani,,,
books/ws/CattaniR07,Jeremiah Rushchitsky,,,
books/ws/Alsuwaiyel99,Muhammad H. Alsuwaiyel,,,
books/ws/Genta97,Giancarlo Genta,,,
books/ws/HioeG91,Willy Hioe,,,
books/ws/HioeG91,Eiichi Goto,,,
books/ws/TavakoliPMA08,Mahdi Tavakoli,,,
books/ws/TavakoliPMA08,Rajnikant V. Patel,,,
books/ws/TavakoliPMA08,Mehrdad Moallem,,,
books/ws/TavakoliPMA08,Arash Aziminejad,,,
books/ws/Stephen94,Graham A. Stephen,,,
books/ws/Bellman85,Richard Bellman,,,
books/ws/Bacciotti91,Andrea Bacciotti,,,
books/ws/Pankov10,Mark Pankov,,,
books/ws/Dhillon06,Balbir S. Dhillon,,,
books/ws/Shi12,Zhongzhi Shi,,,
books/ws/Blomker07,Dirk Blömker,,,
books/ws/Chan09,Heng Huat Chan,,,
books/ws/AleksanderM12,Igor Aleksander,,,
books/ws/AleksanderM12,Helen Morton,,,
books/ws/XuKPB08,Dong Xu,,,
books/ws/XuKPB08,James M. Keller,,,
books/ws/XuKPB08,Mihail Popescu,,,
books/ws/XuKPB08,Rajkumar Bondugula,,,
books/ws/Osaki85,Shunji Osaki,,,
books/ws/Chen10,Shuxing Chen,,,
books/ws/PopivanovS10,Petar Popivanov,,,
books/ws/PopivanovS10,Angela Slavova,,,
books/ws/HsuLYS14,Charles Ching-Hsiang Hsu,,,
books/ws/HsuLYS14,Yuan-Tai Lin,,,
books/ws/HsuLYS14,Evans Ching-Song Yang,,,
books/ws/HsuLYS14,Rick Shih-Jye Shen,,,
books/ws/XuQ09,Jun Xu 0006,,,
books/ws/XuQ09,Mohammed Quaddus,,,
books/ws/KendallYC07,Graham Kendall,,,
books/ws/KendallYC07,Xin Yao 0001,,,
books/ws/KendallYC07,Siang Yew Chong,,,
books/dnb/Spillner15,Josef Spillner,,,
books/wa/BreimanFOS84,Leo Breiman,,,
books/wa/BreimanFOS84,J. H. Friedman,,,
books/wa/BreimanFOS84,R. A. Olshen,,,
books/wa/BreimanFOS84,C. J. Stone,,,
books/others/Jager91,Rudolf Jäger,,,
books/others/Mueller1998,Erik T. Mueller,,,
books/others/Hussmann91,Heinrich Hußmann,,,
books/others/tree1984,Ferenc Gécseg,,,
books/others/tree1984,Magnus Steinby,,,
books/oreilly/Shirazi00,Jack Shirazi,,,
books/oreilly/Flanagan99a,David Flanagan,,,
books/oreilly/OReillyMG99,Tim O'Reilly,,,
books/oreilly/OReillyMG99,Troy Mott,,,
books/oreilly/OReillyMG99,Walter Glenn,,,
books/oreilly/Bergsten01,Hans Bergsten,,,
books/oreilly/Sydow99,Dan Parks Sydow,,,
books/oreilly/Kleppmann2014,Martin Kleppmann,,,
books/oreilly/Knudsen99,Jonathan Knudsen,,,
books/oreilly/Lunde99,Ken Lunde,,,
books/oreilly/MeyerD97,Jon Meyer,,,
books/oreilly/MeyerD97,Troy Downing,,,
books/oreilly/Flanagan96,David Flanagan,,,
books/oreilly/Darwin01,Ian F. Darwin,,,
books/oreilly/HaroldM01,Elliotte Rusty Harold,,,
books/oreilly/HaroldM01,W. Scott Means,,,
books/oreilly/Gundavaram96,Shishir Gundavaram,,,
books/oreilly/GrandK97,Mark Grand,,,
books/oreilly/GrandK97,Jonathan Knudsen,,,
books/fm/Schroeder91,Manfred Schroeder,,,
books/fm/GareyJ79,M. R. Garey,,,
books/fm/GareyJ79,David S. Johnson,,,
books/fm/Mandelbrot77,Benoit Mandelbrot,,,
books/ap/MarshallO79,Albert W. Marshall,,,
books/ap/MarshallO79,Ingram Olkin,,,
books/daglib/0031827,Kayhan Erciyes,,,
books/daglib/0085629,Silke Pollandt,,,
books/daglib/0092972,Mikkel Aaland,,,
books/daglib/0008091,Mark G. Sobell,,,
books/daglib/0098204,Greg Roelofs,,,
books/daglib/0015258,Jan Jürjens,,,
books/daglib/0011411,Michael Fitzgerald,,,
books/daglib/0024013,Friedrich L. Bauer,,,
books/daglib/0018202,Jürgen Gulbins,,,
books/daglib/0018202,Uwe Steinmüller,,,
books/daglib/0015101,Dennis E. Shasha,,,
books/daglib/0029974,Alexandre Rademaker,,,0000-0002-7583-0792
books/daglib/0009527,Michael S. Waterman,,,
books/daglib/0068988,Michael Gloger,,,
books/daglib/0078910,Ulrich Sieber,,,
books/daglib/0011409,Paul Mutton,,,
books/daglib/0019736,Brad Ediger,,,
books/daglib/0004133,Stéphane Jaffard,,,
books/daglib/0004133,Yves Meyer,,,
books/daglib/0004133,Robert D. Ryan,,,
books/daglib/0007557,Sergey Ablameyko,,,
books/daglib/0007557,Tony P. Pridmore,,,
books/daglib/0034106,Miguel Grinberg,,,
books/daglib/0007064,Thomas Wieland,,,
books/daglib/0093422,Jonathan Knudsen,,,
books/daglib/0025466,Laura Kallmeyer,,,
books/daglib/0030814,Daniela Calvetti,,,
books/daglib/0030814,Erkki Somersalo,,,
books/daglib/0028666,Peter Gärdenfors,,,
books/daglib/0081204,Ed Krol,,,
books/daglib/0081204,Paula M. Ferguson,,,
books/daglib/0079466,Norman D. Thomson,,,
books/daglib/0079466,Raymond P. Polivka,,,
books/daglib/0067179,Kumpati S. Narendra,,,
books/daglib/0067179,Mandayam A. L. Thathachar,,,
books/daglib/0067020,Richard J. Whiddett,,,
books/daglib/0067311,Matthew Hennessy,,,
books/daglib/0084425,Bruce F. Webster,,,
books/daglib/0073512,Amos R. Omondi,,,
books/daglib/0093703,Tim O'Reilly,,,
books/daglib/0093703,Troy Mott,,,
books/daglib/0068925,Carver Mead,,,
books/daglib/0068925,Lynn Conway,,,
books/daglib/0004134,Doris Mary Cannell,,,
books/daglib/0071947,Alan Southerton,,,
books/daglib/0017178,Christopher Schmitt,,,
books/daglib/0091125,Claudia Hagen,,,
books/daglib/0011812,Elliotte Rusty Harold,,,
books/daglib/0011812,W. Scott Means,,,
books/daglib/0070753,Jens Palsberg,,,
books/daglib/0070753,Michael I. Schwartzbach,,,
books/daglib/0009819,,,,
books/daglib/0000927,Randolph E. Bank,,,
books/daglib/0068892,Ingo Wegener,,,
books/daglib/0066980,Uyless D. Black,,,
books/daglib/0027590,Ivan B. Djordjevic,,,
books/daglib/0027590,William E. Ryan,,,
books/daglib/0027590,Bane V. Vasic,,,
books/daglib/0086229,Christoph S. Herrmann,,,
books/daglib/0068869,Kornél Terplán,,,
books/daglib/0009185,Sinan Si Alhir,,,
books/daglib/0010804,Walter Glenn,,,
books/daglib/0015292,Dirk Draheim,,,
books/daglib/0015292,Gerald Weber,,,
books/daglib/0020103,Maxime Crochemore,,,
books/daglib/0020103,Christophe Hancart,,,
books/daglib/0020103,Thierry Lecroq,,,
books/daglib/0071784,Bo Ingvar Sandén,,,
books/daglib/0032239,Jon Peddie,,,
books/daglib/0016550,Tim Weilkiens,,,
books/daglib/0082312,Graham M. Birtwistle,,,
books/daglib/0040361,David Futer,,,
books/daglib/0040361,Efstratia Kalfagianni,,,
books/daglib/0040361,Jessica S. Purcell,,,0000-0002-0618-2840
books/daglib/0090588,Martin Alt,,,
books/daglib/0013571,Klaus Martin Gölker,,,
books/daglib/0024299,Michael Milton,,,
books/daglib/0082835,John A. Pew,,,
books/daglib/0030285,Mohammed M. Alani,,,
books/daglib/0012977,Matthew MacDonald,,,
books/daglib/0025863,Helen Nissenbaum,,,
books/daglib/0081599,Peter Astheimer,,,
books/daglib/0021641,Matthias Warkus,,,
books/daglib/0078820,Linda Mui,,,
books/daglib/0089955,Gary J. Nutt,,,
books/daglib/0067144,William D. Murray,,,
books/daglib/0023625,Thomas P. Trappenberg,,,
books/daglib/0087629,Gerti Kappel,,,
books/daglib/0087629,Michael Schrefl,,,
books/daglib/0024397,Scott Stevenson,,,
books/daglib/0027496,Jan Göbel,,,
books/daglib/0027496,Andreas Dewald,,,
books/daglib/0001891,Andrew Ford,,,
books/daglib/0013016,Till Tantau,,,
books/daglib/0091896,Rolf Drechsler,,,
books/daglib/0091896,Bernd Becker 0001,,,
books/daglib/0033054,Erik M. Bollt,,,
books/daglib/0033054,Naratip Santitissadeekorn,,,
books/daglib/0018244,Oded Regev 0002,,,
books/daglib/0097891,Christoph Goller,,,
books/daglib/0001324,Mark J. Kilgard,,,
books/daglib/0000056,Eric S. Raymond,,,
books/daglib/0029346,AnHai Doan,,,
books/daglib/0029346,Alon Y. Halevy,,,
books/daglib/0029346,Zachary G. Ives,,,
books/daglib/0073301,Peter C. Lockemann,,,
books/daglib/0073301,Gerhard Krüger,,,
books/daglib/0073301,Heiko Krumm,,,
books/daglib/0079978,Ian T. Foster,,,
books/daglib/0020906,Jesse Liberty,,,
books/daglib/0020906,Dan Hurwitz,,,
books/daglib/0020906,Brian MacDonald,,,
books/daglib/0020593,Richard Caladine,,,
books/daglib/0028320,Lyza Danger Gardner,,,
books/daglib/0028320,Jason Grigsby,,,
books/daglib/0019892,Tim Weilkiens,,,
books/daglib/0027641,Leo Grady,,,
books/daglib/0027641,Jonathan R. Polimeni,,,
books/daglib/0018215,Michael Fitzgerald,,,
books/daglib/0022002,David Tucker,,,
books/daglib/0022002,Marco Casario,,,
books/daglib/0022002,Koen de Weggheleire,,,
books/daglib/0022002,Rich Tretola,,,
books/daglib/0084752,Scott Kersnar,,,
books/daglib/0097330,Paul Raines,,,
books/daglib/0097330,Jeff Tranter,,,
books/daglib/0006597,Sean M. Burke,,,
books/daglib/0067103,Ben Potter,,,
books/daglib/0067103,Jane Sinclair,,,
books/daglib/0067103,David Till,,,
books/daglib/0013520,Bruce Schneier,,,
books/daglib/0068189,Michael E. Mortenson,,,
books/daglib/0036974,Kazuo Sakiyama,,,
books/daglib/0036974,Yu Sasaki,,,
books/daglib/0036974,Yang Li 0001,,,
books/daglib/0097318,Ulrike Häßler,,,
books/daglib/0006617,Neil Gershenfeld,,,
books/daglib/0009553,Horst W. Hamacher,,,
books/daglib/0009553,Kathrin Klamroth,,,
books/daglib/0012788,Nicholas Petreley,,,
books/daglib/0012788,Jono Bacon,,,
books/daglib/0073495,Sylvia Goldsmith,,,
books/daglib/0082241,Michael Feig,,,
books/daglib/0022293,Garrison W. Greenwood,,,
books/daglib/0022293,Andy M. Tyrrell,,,
books/daglib/0087930,Brian J. Thomas,,,
books/daglib/0016369,Wolfgang Schönfeld,,,
books/daglib/0070476,André Blokdijk,,,
books/daglib/0070476,Paul Blokdijk,,,
books/daglib/0029042,Olga Goloubeva,,,
books/daglib/0029042,Maurizio Rebaudengo,,,0000-0002-7135-7694
books/daglib/0029042,Matteo Sonza Reorda,,,0000-0003-2899-7669
books/daglib/0029042,Massimo Violante,,,
books/daglib/0000956,Carsten Wartmann,,,
books/daglib/0081810,Alfred Riddle,,,
books/daglib/0081810,Samuel Dick,,,
books/daglib/0032289,Gerard O'Regan,,,
books/daglib/0014628,Gérard Dreyfus,,,
books/daglib/0074385,Werner Ainhirn,,,
books/daglib/0074385,Wolf-Dietrich Fellner,,,
books/daglib/0077666,Steve Skidmore,,,
books/daglib/0028507,Jonathan Zdziarski,,,
books/daglib/0029846,Chris Vander Mey,,,
books/daglib/0001230,Thomas A. Runkler,,,
books/daglib/0009022,Berthold Daum,,,
books/daglib/0096392,Arno Puder,,,
books/daglib/0096392,Kay Römer,,,
books/daglib/0009508,Jason Garman,,,
books/daglib/0006536,Jesse Tilly,,,
books/daglib/0006536,Eric M. Burke,,,
books/daglib/0014605,Arnold Robbins,,,
books/daglib/0086006,Mike Loukides,,,
books/daglib/0086006,Andy Oram,,,
books/daglib/0024632,Maja J. Mataric,,,
books/daglib/0024239,Elaine B. Hyder,,,
books/daglib/0024239,Keith M. Heston,,,
books/daglib/0024239,Mark C. Paulk,,,
books/daglib/0024239,William E. Hefley,,,
books/daglib/0076175,William F. Clocksin,,,
books/daglib/0076175,Christopher S. Mellish,,,
books/daglib/0070716,Judith Mary Bishop,,,
books/daglib/0019462,Michael Haller,,,
books/daglib/0019462,Mark Billinghurst,,,
books/daglib/0019462,Bruce H. Thomas,,,
books/daglib/0089735,Karl Anton Froeschl,,,
books/daglib/0068055,Egon Hörbst,,,
books/daglib/0068055,Martin Nett,,,
books/daglib/0068055,Heinz Schwärtzel,,,
books/daglib/0071038,Peter G. Raeth,,,
books/daglib/0071317,Ming Li 0001,,,
books/daglib/0071317,Paul M. B. Vitányi,,,0000-0002-5712-7585
books/daglib/0015868,James McGovern,,,
books/daglib/0015868,Oliver Sims,,,
books/daglib/0015868,Ashish Jain,,,
books/daglib/0015868,Mark Little,,,
books/daglib/0013990,Robbie Allen,,,
books/daglib/0013990,Preston Gralla,,,
books/daglib/0013409,Heinz Partoll,,,
books/daglib/0013409,Irmgard Wagner,,,
books/daglib/0067175,Pierre Lafrance,,,
books/daglib/0068957,C. J. Date,,,
books/daglib/0068957,Colin J. White,,,
books/daglib/0087717,Joseph Fong,,,
books/daglib/0087717,Shi-Ming Huang,,,
books/daglib/0000660,Wan Fokkink,,,
books/daglib/0000660,Jan Friso Groote,,,
books/daglib/0000660,Marco Hollenberg,,,
books/daglib/0000660,Bas van Vlijmen,,,
books/daglib/0013290,Michael Bartosh,,,
books/daglib/0013290,Ryan Faas,,,
books/daglib/0041251,Osamu Saeki,,,
books/daglib/0077209,Werner Erhard,,,
books/daglib/0077209,Michael M. Gutzmann,,,
books/daglib/0098223,Ingo Potthof,,,
books/daglib/0021787,Andrew Ford,,,
books/daglib/0092140,Hans Hermann Brüggemann,,,
books/daglib/0024947,Peter Liggesmeyer,,,
books/daglib/0018501,Marcus Fontoura,,,
books/daglib/0018501,Wolfgang Pree,,,
books/daglib/0018501,Bernhard Rumpe,,,
books/daglib/0066886,Lincoln A. Wallen,,,
books/daglib/0021734,George T. Heineman,,,
books/daglib/0021734,Gary Pollice,,,
books/daglib/0021734,Stanley M. Selkow,,,
books/daglib/0023615,R. Kent Dybvig,,,
books/daglib/0081728,Paul J. Kühn,,,
books/daglib/0011232,Bonnie Biafore,,,
books/daglib/0032320,Eli Biham,,,
books/daglib/0032320,Adi Shamir,,,
books/daglib/0088165,Jonas Gomes,,,
books/daglib/0088165,Luiz Velho,,,
books/daglib/0072363,Pierre Weis,,,
books/daglib/0072363,Xavier Leroy,,,
books/daglib/0020218,James Murty,,,
books/daglib/0019187,Roger A. Horn,,,
books/daglib/0019187,Charles R. Johnson,,,
books/daglib/0034542,Jean-Yves Le Boudec,,,
books/daglib/0007504,Kiat Shi Tan,,,
books/daglib/0007504,Willi-Hans Steeb,,,
books/daglib/0007504,Yorick Hardy,,,
books/daglib/0087728,Susan B. Peck,,,
books/daglib/0087728,Beverly M. Scherf,,,
books/daglib/0033244,Katherine Isbister,,,
books/daglib/0033244,Noah Schaffer,,,
books/daglib/0020348,Christel Baier,,,
books/daglib/0020348,Joost-Pieter Katoen,,,
books/daglib/0068922,Michael A. Schoonover,,,
books/daglib/0068922,John S. Bowie,,,
books/daglib/0068922,William R. Arnold,,,
books/daglib/0074359,Alfred V. Aho,,,
books/daglib/0074359,Jeffrey D. Ullman,,,
books/daglib/0021865,Adrian Thomas,,,
books/daglib/0009218,Ben Laurie,,,
books/daglib/0009218,Peter Laurie,,,
books/daglib/0070550,Kenneth H. Rosen,,,
books/daglib/0087658,Mansooreh Mollaghasemi,,,
books/daglib/0087658,Julia Pet-Edwards,,,
books/daglib/0095988,Neil Immerman,,,
books/daglib/0070700,Stephen I. Long,,,
books/daglib/0070700,Steven E. Butner,,,
books/daglib/0070529,Richard C. Linger,,,
books/daglib/0070529,Harlan D. Mills,,,
books/daglib/0070529,Bernard I. Witt,,,
books/daglib/0069651,Joachim Niedereichholz,,,
books/daglib/0030044,Scott R. Tilley,,,
books/daglib/0030044,Tauhida Parveen,,,
books/daglib/0019674,Lawrence Lessig,,,
books/daglib/0097728,Jurij Silc,,,
books/daglib/0097728,Borut Robic,,,
books/daglib/0097728,Theo Ungerer,,,
books/daglib/0035695,Kathy Sierra,,,
books/daglib/0023084,Sanjeev Arora,,,
books/daglib/0023084,Boaz Barak,,,
books/daglib/0032644,Julie E. Cohen,,,
books/daglib/0026601,Marko Gargenta,,,
books/daglib/0092268,Brendan Tangney,,,
books/daglib/0092268,Donal O'Mahony,,,
books/daglib/0072482,Robert Schaback,,,
books/daglib/0072482,Helmut Werner,,,
books/daglib/0028004,Pierre-Antoine Absil,,,
books/daglib/0028004,Robert E. Mahony,,,
books/daglib/0028004,Rodolphe Sepulchre,,,
books/daglib/0020244,Robert Whitrow,,,
books/daglib/0028902,Jamie Munro,,,
books/daglib/0022396,Andrew W. Appel,,,
books/daglib/0035689,Tom White,,,
books/daglib/0067671,Max Vetter,,,
books/daglib/0084812,Oksana Arnold,,,
books/daglib/0034109,Yakov Fain,,,
books/daglib/0034109,Victor Rasputnis,,,
books/daglib/0034109,Anatole Tartakovsky,,,
books/daglib/0034109,Viktor Gamov,,,
books/daglib/0084284,Mary Shaw,,,
books/daglib/0084284,David Garlan,,,
books/daglib/0031656,Marcin Marek Kaminski,,,
books/daglib/0088198,Dirk Drechsel,,,
books/daglib/0020139,Joseph Albahari,,,
books/daglib/0020139,Ben Albahari,,,
books/daglib/0082261,Alfred Roßkamp,,,
books/daglib/0090604,Michael Jäger,,,
books/daglib/0008194,Andrew T. Duchowski,,,
books/daglib/0011324,Stephen Wolfram,,,
books/daglib/0066880,Gary Sabot,,,
books/daglib/0030671,Gerard O'Regan,,,
books/daglib/0023820,Stuart J. Russell,,,
books/daglib/0023820,Peter Norvig,,,
books/daglib/0013295,Dave Taylor,,,
books/daglib/0082455,Timo Hickl,,,
books/daglib/0033689,Barry O'Sullivan,,,
books/daglib/0098548,Axel Angeli,,,
books/daglib/0098548,Klaus Alandt,,,
books/daglib/0098548,Ljubomir Siromach-Kostov,,,
books/daglib/0011396,Stanislav V. Klimenko,,,
books/daglib/0011396,Igor N. Nikitin,,,
books/daglib/0077409,Lee Atkinson,,,
books/daglib/0077409,Mark Atkinson,,,
books/daglib/0098649,Peter Cunningham,,,
books/daglib/0098649,Friedrich Fröschl,,,
books/daglib/0089952,Don Anderson,,,
books/daglib/0007737,Peter Markstein,,,
books/daglib/0016129,Aviva Garrett,,,
books/daglib/0029185,Gottfried Vossen,,,
books/daglib/0029185,Till Haselmann,,,
books/daglib/0029185,Thomas Hoeren,,,
books/daglib/0010075,Eric van der Vlist,,,
books/daglib/0036856,Andreas Gerstlauer,,,
books/daglib/0036856,Rainer Dömer,,,
books/daglib/0006620,Daniel Amor,,,
books/daglib/0070846,Zhongwan Lu,,,
books/daglib/0086817,Paul S. Jacobsen,,,
books/daglib/0005956,Robert Sedgewick,,,
books/daglib/0001710,Markus Kottmann,,,
books/daglib/0001710,Xiaobing Qiu,,,
books/daglib/0001710,Walter Schaufelberger,,,
books/daglib/0076160,Nicholas M. Karayanakis,,,
books/daglib/0010802,Steve Holzner,,,
books/daglib/0091181,Herbert Kopp,,,
books/daglib/0033985,Michael Welzl,,,
books/daglib/0031459,Geoff Cox,,,
books/daglib/0031459,Allan MacLean,,,
books/daglib/0080547,Michael Herczeg,,,
books/daglib/0000396,Jeffrey D. Ullman,,,
books/daglib/0007427,John A. Vince,,,
books/daglib/0098584,John Motil,,,
books/daglib/0024695,Christopher B. Jones,,,
books/daglib/0029282,Theresa Neil,,,
books/daglib/0009509,Tony Stubblebine,,,
books/daglib/0084390,Marian Myerson,,,
books/daglib/0025562,Andrzej Ehrenfeucht,,,
books/daglib/0025562,Tero Harju,,,
books/daglib/0025562,Grzegorz Rozenberg,,,
books/daglib/0067036,David A. Watt,,,
books/daglib/0093424,Carl August Zehnder,,,
books/daglib/0088957,Gordon L. Stüber,,,
books/daglib/0027778,Tom Igoe,,,
books/daglib/0095636,Sivarama P. Dandamudi,,,
books/daglib/0008781,Regina Müller,,,
books/daglib/0014581,Jean-Michel Muller,,,
books/daglib/0025499,Sven Wohlgemuth,,,
