NOTE_KEY,NOTE_NAME,NOTE_AUX,NOTE_LABEL,NOTE_TYPE
journals/csys/Sakkinen92,Corrigendum: Computing Systems 5(3): 361 (1992),,,
journals/csys/Wilhelms88,Erratum: Computing Systems 1(2): 200 (1988),,,
journals/csys/Moffat92,Corrigendum: Computing Systems 5(4): 494 (1992),,,
journals/cogsci/KimPPP91,Erratum: Cognitive Science 16(1): 151 (1992),,,
journals/jar/YahyaH85,Errata: JAR 4(1): 109-111 (1988),,,
journals/jar/Stokes90,Errata: JAR 7(1): 163 (1991),,,
journals/jar/Pelletier86,Errata: JAR 4(2): 235-236 (1988),,,
journals/dcc/KeyS93,Errata: Designs Codes and Cryptography 5(3): 281 (1995) and 7(1-2): 175 (1996),,,
journals/dcc/Dempwolff94,Correction: Designs Codes and Cryptography 5(1): 81 (1995),,,
journals/tocs/AndersonOST93,preliminary version: ASPLOS 1992: 98-110,,,
journals/tocs/HillLRW93,preliminary version: ASPLOS 1992: 262-273,,,
journals/tocs/MahlkeCBHHRS93,preliminary version: ASPLOS 1992: 238-247,,,
journals/tocs/LiP93,preliminary version: ASPLOS 1992: 285-295,,,
journals/tocs/SatyanarayananMKSK94,Corrigendum: TOCS 12(2): 165-172,,,
journals/tocs/JulLHB88,long version: ACM Trans. Comput. Syst. 6(1): 109-133(1988),,,
journals/jlp/BoscoGMP91,see JLP 4: 265-288 (1987),,,
journals/jlp/Minker88,presented at PODS 1987: 135,,,
journals/jlp/HermenegildoWD92,preliminary version: ICLP 1988: 684-699,,,
journals/jlp/BonacinaH92,preliminary version: NACLP 1990: 449-464,,,
journals/jlp/Bezem93,preliminary version: NACLP 1989: 69-80,,,
journals/jlp/BeeriNST91,preliminary version: PODS 1987: 21-37,,,
journals/jlp/GuptaJ93,preliminary version: NACLP 1989: 332-349,,,
journals/jlp/Dung95,short version: ICLP 1991: 3-17,,,
journals/jlp/SterlingB89,preliminary version: SLP 1986: 20-27,,,
journals/jlp/ChandraH85,preliminary version: PODS 1982: 158-163,,,
journals/jlp/BruynoogheSK89,preliminary version: SLP 1986: 70-77,,,
journals/jlp/Gelder87,see JLP 14(1&2): 181-183 185 (1992),,,
journals/jlp/Bonatti95,preliminary version: ICLP 1992: 417-430,,,
journals/jlp/Skordev92,see: JLP 4(1): 23-31 (1987),,,
journals/jlp/Le85,comments: JLP 3: 115-118,,,
journals/jlp/Miller89,preliminary version: SLP 1986: 106-114,,,
journals/jlp/GallierR89,preliminary version: SLP 1986: 168-179,,,
journals/jlp/HentenryckCC95,short version: PLDI 1994: 337-348,,,
journals/jlp/Ross92,preliminary version: PODS 1989: 22-33,,,
journals/jlp/JosephsonD89,preliminary version: SLP 1986: 187-197,,,
journals/jlp/SchreyeDJLMS99,Erratum: JLP 43(3): 265 (2000),,,
journals/jlp/JaffarLM86,see JLP 2: 157-165 (1985),,,
journals/jlp/Vadaparty94,preliminary version: PODS 1991: 26-36,,,
journals/jlp/ShmueliTZ92,preliminary version: PODS 1988: 15-28,,,
journals/jlp/Elcock89,preliminary version: SLP 1986: 115-126,,,
journals/jlp/Shmueli93,preliminary version: PODS 1987: 237-249,,,
journals/jlp/EmdenY87,see comments in JLP 11: 85-89 (1991),,,
journals/jlp/Baudinet92,preliminary version: LICS 1988,,,
journals/jlp/Ioannidis92,preliminary version: VLDB 1989: 155-163,,,
journals/jlp/Schaerf95,preliminary version: PODS 1993: 147-157,,,
journals/jlp/Kale91,preliminary version: ICLP 1987: 616-632,,,
journals/jlp/Gelder89,preliminary version: SLP 1986: 127-138,,,
journals/jlp/GrahneSS91,preliminary version: PODS 1987: 284-293,,,
journals/jlp/BeeriR91,preliminary version: PODS 1987: 269-283,,,
journals/jlp/Ait-KaciP93,preliminary version: PLILP 1991: 255-274,,,
journals/ccr/CerfK05,Reprint from IEEE Transactions on Communications COM-22 May 1974,,,
journals/tcs/KuperV93,preliminary version: ICDT 1988: 267-280,,,
journals/tcs/Gucht88,preliminary version: ICDT 1986,,,
journals/tcs/GrumbachT95,preliminary version: ICDT 1992: 124-139,,,
journals/tcs/Abelson78a,see: TCS 6: 41-67 (1978),,,
journals/tcs/Revesz93,preliminary version: ICDT 1990: 187-201,,,
journals/tcs/AbiteboulVV95,preliminary version: ICDT 1992: 113-123,,,
journals/tcs/SaccaZ88,preliminary version: ICDT 1986,,,
journals/tcs/MonienRS94,see: TCS 116: 421-429 (1993),,,
journals/tcs/KarabegV90,preliminary version: ICDT 1988: 307-321,,,
journals/tcs/WongA95,preliminary version: ICDT 1992: 201-215,,,
journals/tcs/Aasa95,preliminary version: PLILP 1991: 183-194,,,
journals/tcs/AtzeniP88,preliminary version: ICDT 1986,,,
journals/tcs/Brandenburg87,see: TCS 40: 163-174 (1985),,,
journals/tcs/Ohori90,preliminary version: ICDT 1988: 239-251,,,
journals/tcs/Lipeck90,preliminary version: ICDT 1988: 322-337,,,
journals/tcs/EngelfrietV86a,see: TCS 42(3): 251-368 (1986),,,
journals/tcs/CerroO86,see: TCS 36(2 3)(1985) 251-264,,,
journals/tcs/LoogenW95,preliminary version: PLILP 1991: 335-346,,,
journals/tcs/ConsensM93,preliminary version: ICDT 1990: 379-394,,,
journals/tcs/BotelhoG94,Erratum: TCS 182(1-2): 257 (1997),,,
journals/tcs/Nilsson95,preliminary version: PLILP 1991: 299-309,,,
journals/tcs/Meyden93,preliminary version: ICDT 1990: 364-378,,,
journals/tcs/PierceS97,Corrigendum: TCS 184(1-2): 247 (1997),,,
journals/tcs/Preparata76,see: TCS 1: 185-190 (1975),,,
journals/tcs/Bonner90,preliminary version: ICDT 1988: 144-160,,,
journals/tcs/Abadi90,see: TCS 65: 35-83 (1989),,,
journals/tcs/BusscheG95,preliminary version: ICDT 1992: 326-340,,,
journals/tcs/ChanH88,preliminary version: ICDT 1986,,,
journals/tcs/Fagin93,preliminary version: ICDT 1990: 3-24,,,
journals/tcs/Ko87a,see: TCS 47: 299-313 (1986),,,
journals/tcs/Lakshmanan88,preliminary version: ICDT 1986,,,
journals/tcs/AlpuenteFL95,preliminary version: PLILP 1991: 111-122,,,
journals/tcs/DongG90,preliminary version: ICDT 1988: 87-101,,,
journals/tcs/ProiettiP95,preliminary version: PLILP 1991: 347-358,,,
journals/tcs/Gallier82a,see: TCS 14: 155-186 (1981),,,
journals/tcs/LynchM88,preliminary version: ICDT 1986,,,
journals/tcs/FeketeLW95,preliminary version: ICDT 1992: 216-230,,,
journals/tcs/Heintz85,see: TCS 24(3): 239-277 (1983),,,
journals/tcs/BeeriK93,preliminary version: ICDT 1990: 72-88,,,
journals/tcs/Grefenstette84,see: TCS 24(1) (June 1983) 53-71,,,
journals/tcs/Vyskoc90,see: TCS 51: 221-227 (1987),,,
journals/tcs/AbiteboulH88,preliminary version: ICDT 1986,,,
journals/tcs/KivinenM95,preliminary version: ICDT 1992: 86-98,,,
journals/tcs/Seki91,preliminary version: ICLP 1989: 554-568,,,
journals/ngc/Bratko93,Invited,,,
journals/ngc/Dally93,Invited,,,
journals/dc/Schiper97,Erratum: Distributed Computing 10(4): 198 (1997),,,
journals/cga/Encarnacao03,10.1109/MCG.2003.10000,,,doi
journals/cga/Dill00,10.1109/MCG.2000.10000,,,doi
journals/insk/Tzschach85,10.1007/BF00425955,,,doi
journals/insk/Jacobs87,10.1007/BF00417973,,,doi
journals/insk/Bauer96a,Berichtigung: Informatik Spektrum 19(3): 132 (1996),,,
journals/insk/Suppan-Borowka87,10.1007/BF00417973,,,doi
journals/insk/Mattern87,10.1007/BF00417889,,,doi
journals/insk/Bauer96b,Berichtigung: Informatik Spektrum 19(6): 302,,,
journals/insk/Enderle87,10.1007/BF00417889,,,doi
journals/insk/Hultzsch85,10.1007/BF00425955,,,doi
journals/toms/DuffS93,Corrigendum: TOMS 21(4): 490 (1995),,,
journals/siamcomp/HikitaN79,see: SIAM J. Comput. 6(2): 285-297 (1977),,,
journals/siamcomp/AshcroftW77,see: SIAM J. Comput. 5(3): 336-354 (1976),,,
journals/siamcomp/ReifS92,Erratum: SIAM J. Comput. 23(2): 447-448 (1994),,,
journals/siamcomp/Kadin91,see: SIAM J. Comput. 17(6): 1263-1282 (1988),,,
journals/siamcomp/ColeV88,Correction: SIAM J. Comput. 22(6): 1349 (1993),,,
journals/siamcomp/BrockettD78,see: SIAM J. Comput. 5(4): 624-628 (1976),,,
journals/siamcomp/Reyner77,Correction: SIAM J. Comput. 18(5): 906-908 (1989),,,
journals/siamcomp/Holland74,see: SIAM J. Comput. 2(2): 88-105 (1973),,,
journals/siamcomp/Bass76,see: SIAM J. Comput. 2(4): 273-280 (1973),,,
journals/siamcomp/BalasX91,Addendum: SIAM J. Comput. 21(5): 1000 (1992),,,
journals/siamcomp/HehnerH80,see: SIAM J. Comput. 8(2): 124-134 (1979),,,
journals/siamcomp/Aceto94,see: SIAM J. Comput. 17(5): 997-1017 (1988),,,
journals/siamcomp/HikitaN77,Corrigenda: SIAM J. Comput. 8(4): 656 (1979),,,
journals/siamcomp/HehnerH79,Corrigendum: SIAM J. Comput. 9(1): 217 (1980),,,
journals/siamcomp/Parker80,Erratum: SIAM J. Cumput. 27 (1): 317 (1998),,,
journals/siamcomp/BorodinCDRT89,Erratum: SIAM J. Comput. 18(6): 1283 (1989),,,
journals/siamcomp/VermaR89,see: SIAM J. Comput. 6(4): 730-732 (1977),,,
journals/siamcomp/Cole93,see: SIAM J. Comput. 17(4): 770-785 (1988),,,
journals/siamcomp/ReifS94,see: SIAM J. Comput. 21(3): 466-485 (1992),,,
journals/siamcomp/AoshimaI77,see: SIAM J. Comput. 4(3): 221-225 (1975),,,
journals/siamcomp/AshcroftW76,Erratum: SIAM J. Comput. 6(1): 200 (1976),,,
journals/siamcomp/Bass73,Errata: SIAM J. Comput. 5(4): 758 (1976),,,
journals/siamcomp/BalasX92,see: SIAM J. Comput. 20(2): 209-221 (1991),,,
journals/siamcomp/Cook81,see: SIAM J. Comput. 7(1): 70-90 (1978),,,
journals/siamcomp/FredericksonJ90a,see: SIAM J. Comput. 13(1): 14-30 (1984),,,
journals/siamcomp/Holland73,Erratum: SIAM J. Comput. 3(4): 326 (1974),,,
journals/siamcomp/Vaishnavi87,Erratum: SIAM J. Comput. 19(3): 591 (1990),,,
journals/siamcomp/SolovayS78,see: SIAM J. Comput. 6(1): 84-85,,,
journals/siamcomp/SolovayS77,Erratum: SIAM J. Comput. 7(1): 118 (1978),,,
journals/siamcomp/Landau91,see: SIAM J. Comput. 14(1): 184-195 (1985),,,
journals/siamcomp/Vaishnavi90,see: SIAM J. Comput. 16(3): 503-537 (1987),,,
journals/siamcomp/Kadin88,Erratum: SIAM J. Comput. 20(2): 404 (1991),,,
journals/siamcomp/Long88,see: SIAM J. Comput. 14(3): 585-597 (1985),,,
journals/siamcomp/ProbstA80,see: SIAM J. Comput. 8(4): 626-644 (1979),,,
journals/siamcomp/BrockettD76,Errata: SIAM J. Comput. 7(2): 238 (1978),,,
journals/siamcomp/Landau85,Erratum: SIAM J. Comput. 20(5): 998 (1991),,,
journals/siamcomp/BorodinCDRT89a,see SIAM J. Comput. 18(3): 559-578 (1989),,,
journals/siamcomp/Cook78,Corrigendum: SIAM J. Comput. 10(3): 612 (1981),,,
journals/siamcomp/ProbstA79,Corrigendum: SIAM J. Comput. 9(2): 439 (1980),,,
journals/questa/YangT87,Correction: Queueing Systems 4(1): 94 (1989),,,
journals/questa/LalB87,Correction: Queueing Systems 4(1): 93 (1889),,,
journals/toplas/HentenryckR95,preliminary version: PLDI 1994: 349-360,,,
journals/toplas/Skudlarek95,see: TOPLAS 15(5): 745-770 (1993),,,
journals/toplas/HudakY91,preliminary version: POPL 1988: 107-118,,,
journals/toplas/WegmanZ91,preliminary version: POPL 1985,,,
journals/toplas/AptP94,preliminary version: PLILP 1992: 69-86,,,
journals/toplas/Herlihy93,see comments in TOPLAS 17(1): 45-46 (1995),,,
journals/toplas/AbadiCPP91,preliminary version: POPL 1989,,,
journals/toplas/Zanden96,Corrigendum: TOPLAS 18(3): 354,,,
journals/toplas/HarperM93,preliminary version: POPL 1988: 28-46,,,
journals/toplas/PalsbergO95,preliminary version: POPL 1995: 367-378,,,
journals/toplas/CytronFRWZ91,preliminary version: POPL 1989: 25-35,,,
persons/Codd72,"republished on ""ACM SIGMOD Anthology""",,,
tr/gte/TR-0222-10-92-165,This report is also available as a Technical Memorandum of Electronics Research Laboratory College of Engineering University of California Berkeley.,,,
tr/unicamp/IC-12-08,In English 30 pages,,,
tr/ibm/RJ1318,"republished on ""ACM SIGMOD Anthology""",,,
tr/ibm/RJ1579,"republished on ""ACM SIGMOD Anthology""",,,
tr/ibm/RJ2555,"republished on ""ACM SIGMOD Anthology""",,,
tr/ibm/RJ2144,"republished on ""ACM SIGMOD Anthology""",,,
tr/ibm/GH24-5012,"republished on ""ACM SIGMOD Anthology""",,,
tr/ibm/RJ2274,"republished on ""ACM SIGMOD Anthology""",,,
tr/ibm/RJ2772,"republished on ""ACM SIGMOD Anthology""",,,
tr/ibm/RJ2736,"republished on ""ACM SIGMOD Anthology""",,,
tr/ibm/RJ1200,"republished on ""ACM SIGMOD Anthology""",,,
tr/ibm/G320-6590,"republished on ""ACM SIGMOD Anthology""",,,
tr/ibm/RJ2598,"republished on ""ACM SIGMOD Anthology""",,,
tr/ibm/GH24-5013,"republished on ""ACM SIGMOD Anthology""",,,
tr/ibm/G320-2096,"republished on ""ACM SIGMOD Anthology""",,,
