EDITOR_KEY,EDITOR_NAME,EDITOR_AUX,EDITOR_ORCID
books/sp/Hall96,Jane Hall,,
books/sp/NYG2016,Sotiris E. Nikoletseas,,
books/sp/NYG2016,Yuanyuan Yang,,
books/sp/NYG2016,Apostolos Georgiadis,,0000-0003-0054-8167
books/sp/M2016,Rino Micheloni,,
books/sp/wehrle10,Klaus Wehrle,,
books/sp/wehrle10,Mesut Günes,,0000-0001-9855-1860
books/sp/wehrle10,James Gross,,
books/sp/LQ2014,Xiaolin Li 0001,,
books/sp/LQ2014,Judy Qiu,,
books/sp/primelife2011,Jan Camenisch,,
books/sp/primelife2011,Simone Fischer-Hübner,,
books/sp/primelife2011,Kai Rannenberg,,
books/sp/R2016,Jörg Rothe,,
books/sp/Omicini01,Andrea Omicini,,
books/sp/Omicini01,Franco Zambonelli,,
books/sp/Omicini01,Matthias Klusch,,
books/sp/Omicini01,Robert Tolksdorf,,
books/sp/L2017,Yehuda Lindell,,
books/sp/mmsd2013,Charu C. Aggarwal,,
books/sp/Atzeni93,Paolo Atzeni,,
books/sp/WGGK2016,Cliff Wang,,
books/sp/WGGK2016,Ryan M. Gerdes,,
books/sp/WGGK2016,Yong Guan,,
books/sp/WGGK2016,Sneha Kumar Kasera,,
books/sp/EFHM2011,Efthimis N. Efthimiadis,,
books/sp/EFHM2011,Juan M. Fernández-Luna,,
books/sp/EFHM2011,Juan F. Huete,,
books/sp/EFHM2011,Andrew MacFarlane 0001,,
books/sp/2006BABEG,Stefan Biffl,,
books/sp/2006BABEG,Aybüke Aurum,,
books/sp/2006BABEG,Barry W. Boehm,,
books/sp/2006BABEG,Hakan Erdogmus,,
books/sp/2006BABEG,Paul Grünbacher,,
books/sp/BD2002,Manfred Broy,,
books/sp/BD2002,Ernst Denert,,
books/sp/GGR2016,Minos N. Garofalakis,,
books/sp/GGR2016,Johannes Gehrke,,
books/sp/GGR2016,Rajeev Rastogi,,
books/sp/McCurleyZ98,Kevin S. McCurley,,
books/sp/McCurleyZ98,Claus Dieter Ziegler,,
books/sp/Beech86,David Beech,,
books/sp/Barnes97,John G. P. Barnes,,
books/sp/FLV2014,John S. Fitzgerald,,0000-0001-7041-1807
books/sp/FLV2014,Peter Gorm Larsen,,0000-0002-4589-1500
books/sp/FLV2014,Marcel Verhoef,,
books/sp/bayro10,Eduardo Bayro-Corrochano,,
books/sp/bayro10,Gerik Scheuermann,,
books/sp/cpdp2011,Serge Gutwirth,,
books/sp/cpdp2011,Yves Poullet,,
books/sp/cpdp2011,Paul De Hert,,
books/sp/cpdp2011,Ronald Leenes,,
books/sp/HH2015,Gang Hua,,
books/sp/HH2015,Xian-Sheng Hua,,
books/sp/DittrichDB91,Klaus R. Dittrich,,
books/sp/DittrichDB91,Umeshwar Dayal,,
books/sp/DittrichDB91,Alejandro P. Buchmann,,
books/sp/awareness2013,Piërre van de Laar,,
books/sp/awareness2013,Jan Tretmans,,
books/sp/awareness2013,Michael Borth,,
books/sp/NienhuysW97,Shan-Hwei Nienhuys-Cheng,,
books/sp/NienhuysW97,Ronald de Wolf,,
books/sp/ess2014,Tom Mens,,0000-0003-3636-5020
books/sp/ess2014,Alexander Serebrenik,,0000-0002-1418-0095
books/sp/ess2014,Anthony Cleve,,
books/sp/Kuper00,Gabriel M. Kuper,,
books/sp/Kuper00,Leonid Libkin,,
books/sp/Kuper00,Jan Paredaens,,
books/sp/BDG2017,Slim Bechikh,,
books/sp/BDG2017,Rituparna Datta,,
books/sp/BDG2017,Abhishek Gupta,,
books/sp/Wilde11,Erik Wilde,,
books/sp/Wilde11,Cesare Pautasso,,
books/sp/MO2017,Minhua Ma,,
books/sp/MO2017,Andreas Oikonomou,,
books/sp/JSSW2016,Sushil Jajodia,,
books/sp/JSSW2016,V. S. Subrahmanian,,
books/sp/JSSW2016,Vipin Swarup,,
books/sp/JSSW2016,Cliff Wang,,
books/sp/BBFV2007,Henk M. Blanken,,
books/sp/BBFV2007,Henk Ernst Blok,,
books/sp/BBFV2007,Ling Feng,,
books/sp/BBFV2007,Arjen P. de Vries,,
books/sp/J2016,Markus Jakobsson,,
books/sp/2013AP,Giorgio Ausiello,,
books/sp/2013AP,Rossella Petreschi,,
books/sp/2016CCW,José María Cavanillas,,
books/sp/2016CCW,Edward Curry,,0000-0001-8236-6433
books/sp/2016CCW,Wolfgang Wahlster,,
books/degruyter/KAP2005,Reinhard Köhler,,
books/degruyter/KAP2005,Gabriel Altmann,,
books/degruyter/KAP2005,Rajmund G. Piotrowski,,
books/degruyter/MM2015,George K. Mikros,,
books/degruyter/MM2015,Ján Macutek,,
books/degruyter/SS2016,Wilfried Sühl-Strohmenger,,
books/degruyter/TBM2015,Arjuna Tuzzi,,
books/degruyter/TBM2015,Martina Benesová,,
books/degruyter/TBM2015,,,
books/x/FDM2011,Stephan Büttner,,
books/x/FDM2011,Hans-Christoph Hobohm,,
books/x/FDM2011,Lars Müller 0002,,
books/x/GKM2010,Peter Grzybek,,
books/x/GKM2010,Emmerich Kelih,,
books/x/GKM2010,Ján Macutek,,
books/wi/Popp2006,Robert L. Popp,,
books/wi/Popp2006,John Yen,,
books/wi/Smith2011,Stephen L. Smith,,
books/wi/Smith2011,Stefano Cagnoni,,
books/wi/GY2012,Éric Gaussier,,
books/wi/GY2012,François Yvon,,
books/ieee/StankovicR93,John A. Stankovic,,
books/ieee/StankovicR93,Krithi Ramamritham,,
books/mg/ShethK98,Amit P. Sheth,,
books/mg/ShethK98,Wolfgang Klas,,
books/mg/SilberschatzKS01,Abraham Silberschatz,,
books/mg/SilberschatzKS01,Henry F. Korth,,
books/mg/SilberschatzKS01,S. Sudarshan 0001,,
books/dp/RahmV03,Erhard Rahm,,
books/dp/RahmV03,Gottfried Vossen,,
books/dp/KappelPRR03,Gerti Kappel,,
books/dp/KappelPRR03,Birgit Pröll,,
books/dp/KappelPRR03,Siegfried Reich,,
books/dp/KappelPRR03,Werner Retschitzegger,,
books/ios/HGJKP2016,Pascal Hitzler,,
books/ios/HGJKP2016,Aldo Gangemi,,
books/ios/HGJKP2016,Krzysztof Janowicz,,
books/ios/HGJKP2016,Adila Krisnadhi,,
books/ios/HGJKP2016,Valentina Presutti,,
books/ios/PZ2014,Jeff Z. Pan,,
books/ios/PZ2014,Yuting Zhao,,
books/ios/Omelayenko03,Borys Omelayenko,,
books/ios/Omelayenko03,Michel C. A. Klein,,
books/ios/Dalsgaard99,Birte Christensen-Dalsgaard,,
books/ios/Dalsgaard99,William Donnelly,,
books/ios/Dalsgaard99,Michael Griffith,,
books/ios/TML2008,Annette ten Teije,,
books/ios/TML2008,Silvia Miksch,,
books/ios/TML2008,Peter J. F. Lucas,,
books/ios/Broek2010,Ger van den Broek,,
books/ios/Broek2010,Filippo Cavallo,,
books/ios/Broek2010,Christian Wehrmann,,
books/ios/BDJ2011,Gemma Bel Enguix,,
books/ios/BDJ2011,Verónica Dahl,,
books/ios/BDJ2011,Maria Dolores Jiménez-López,,
books/ios/NF2015,Tom Narock,,
books/ios/NF2015,Peter Fox,,
books/ios/PerniceDR95,Antonio Pernice,,
books/ios/PerniceDR95,Hervé Doare,,
books/ios/PerniceDR95,Otto Rienhoff,,
books/cu/Japkowicz2011,Nathalie Japkowicz,,
books/cu/Japkowicz2011,Mohak Shah,,
books/cu/LPWX2014,Gerhard Larcher,,
books/cu/LPWX2014,Friedrich Pillichshammer,,
books/cu/LPWX2014,Arne Winterhof,,
books/cu/LPWX2014,Chaoping Xing,,
books/cu/CGKLP2015,Artur Czumaj,,
books/cu/CGKLP2015,Agelos Georgakopoulos,,
books/cu/CGKLP2015,Daniel Král,,0000-0001-8680-0890
books/cu/CGKLP2015,Vadim V. Lozin,,
books/cu/CGKLP2015,Oleg Pikhurko,,
books/cu/CH2016,S. Barry Cooper,,
books/cu/CH2016,Andrew Hodges,,
books/cu/A2016,R. Michael Alvarez,,
books/cu/mobility2013,Chiara Renso,,
books/cu/mobility2013,Stefano Spaccapietra,,
books/cu/mobility2013,Esteban Zimányi,,
books/cu/SB2014,Amanda Stent,,
books/cu/SB2014,Srinivas Bangalore,,
books/cu/D2014,Rod Downey,,
books/cu/BHK2014,Lucas Bordeaux,,
books/cu/BHK2014,Youssef Hamadi,,
books/cu/BHK2014,Pushmeet Kohli,,
books/cu/HC2014,Talib S. Hussain,,
books/cu/HC2014,Susan L. Coleman,,
books/cu/moigne11,Jacqueline Le Moigne,,
books/cu/moigne11,Nathan S. Netanyahu,,
books/cu/moigne11,Roger D. Eastman,,
books/cu/ABV2015,Alagan Anpalagan,,
books/cu/ABV2015,Mehdi Bennis,,
books/cu/ABV2015,Rath Vannithamby,,
books/cu/CHLM2016,Shuguang Cui,,
books/cu/CHLM2016,Alfred O. Hero III,,
books/cu/CHLM2016,Zhi-Quan Luo,,
books/cu/CHLM2016,José M. F. Moura,,
books/cu/McKeagN80,R. M. McKeag,,
books/cu/McKeagN80,A. M. Macnaughten,,
books/cu/2016NHKBS,Dusit Niyato,,
books/cu/2016NHKBS,Ekram Hossain,,
books/cu/2016NHKBS,Dong In Kim,,
books/cu/2016NHKBS,Vijay K. Bhargava,,
books/cu/2016NHKBS,Lotfollah Shafai,,
books/cu/BGW2013,Simon R. Blackburn,,
books/cu/BGW2013,Stefanie Gerke,,
books/cu/BGW2013,Mark Wildon,,
books/cu/RH2014,A. N. Rajagopalan,,
books/cu/RH2014,Rama Chellappa,,
books/harwood/Miranda00,Eduardo Reck Miranda,,
books/cul/Lange2005,Christoph Lange 0002,,
conf/ncs/2006membrane,Gabriel Ciobanu,,
conf/ncs/2006membrane,Mario J. Pérez-Jiménez,,
conf/ncs/2006membrane,Gheorghe Paun,,
conf/ncs/2008evolution,Juan Romero,,
conf/ncs/2008evolution,Penousal Machado,,
conf/ncs/2008metaheuristics,Patrick Siarry,,
conf/ncs/2008metaheuristics,Zbigniew Michalewicz,,
conf/ncs/2006nano,Junghuei Chen,,
conf/ncs/2006nano,Natasa Jonoska,,
conf/ncs/2006nano,Grzegorz Rozenberg,,
conf/mww/2003,Jonathan Lawry,,
conf/mww/2003,James G. Shanahan,,
conf/mww/2003,Anca L. Ralescu,,
conf/balt/1991,Janis Barzdins,,
conf/balt/1991,Dines Bjørner,,
conf/cost/2014search,Georgios Paltoglou,,
conf/cost/2014search,Fernando Loizides,,
conf/cost/2014search,Preben Hansen,,
conf/cost/2009-291,Ioannis Tomkos,,
conf/cost/2009-291,Maria Spyropoulou,,
conf/cost/2009-291,Karin Ennser,,
conf/cost/2009-291,Martin Köhn,,
conf/cost/2009-291,Branko Mikac,,
conf/cost/2012,Antonis M. Hadjiantonis,,
conf/cost/2012,Burkhard Stiller,,
conf/cost/2015tm,Rachid Guerraoui,,
conf/cost/2015tm,Paolo Romano 0002,,
conf/swb/2007rwai,Jorge S. Cardoso,,
conf/swb/2007rwai,Martin Hepp,,
conf/swb/2007rwai,Miltiadis D. Lytras,,
conf/swb/2008om,Martin Hepp,,
conf/swb/2008om,Pieter De Leenheer,,
conf/swb/2008om,Aldo de Moor,,
conf/swb/2008om,York Sure,,
conf/swb/2007taws,Luciano Baresi,,
conf/swb/2007taws,Elisabetta Di Nitto,,
conf/swb/2006spa,Jorge S. Cardoso,,
conf/swb/2006spa,Amit P. Sheth,,
conf/swb/2011geo,Naveen Ashish,,
conf/swb/2011geo,Amit P. Sheth,,
conf/dagstuhl/2013dfu4,Giulia Andrighetto,,
conf/dagstuhl/2013dfu4,Guido Governatori,,
conf/dagstuhl/2013dfu4,Pablo Noriega,,
conf/dagstuhl/2013dfu4,Leendert W. N. van der Torre,,
conf/dagstuhl/2013dfu5,Phokion G. Kolaitis,,
conf/dagstuhl/2013dfu5,Maurizio Lenzerini,,
conf/dagstuhl/2013dfu5,Nicole Schweikardt,,
conf/dagstuhl/2012dfu3,Meinard Müller,,
conf/dagstuhl/2012dfu3,Masataka Goto,,
conf/dagstuhl/2012dfu3,Markus Schedl,,
conf/dagstuhl/2013dfu6,Simon M. Lucas,,
conf/dagstuhl/2013dfu6,Michael Mateas,,
conf/dagstuhl/2013dfu6,Mike Preuss,,
conf/dagstuhl/2013dfu6,Pieter Spronck,,
conf/dagstuhl/2013dfu6,Julian Togelius,,
conf/dagstuhl/2011P11009,Hans Hagen,,
conf/dagstuhl/2010P10004,Hans Hagen,,
conf/dagstuhl/2017dfu7,Andrei A. Krokhin,,
conf/dagstuhl/2017dfu7,Stanislav Zivny,,
conf/cinq/2004,Rosa Meo,,
conf/cinq/2004,Pier Luca Lanzi,,
conf/cinq/2004,Mika Klemettinen,,
conf/gg/1997handbook,Grzegorz Rozenberg,,
conf/apn/1992d,Grzegorz Rozenberg,,
conf/ausdm/2006lncs,Graham J. Williams,,
conf/ausdm/2006lncs,Simeon J. Simoff,,
conf/splc/2006book,Timo Käkölä,,
conf/splc/2006book,Juan C. Dueñas,,
conf/cism/1996,Marc J. van Kreveld,,
conf/cism/1996,Jürg Nievergelt,,
conf/cism/1996,Thomas Roos,,
conf/cism/1996,Peter Widmayer,,
conf/korso/1995fd,Claus Lewerentz,,
conf/korso/1995fd,Thomas Lindner,,
conf/korso/1995,Manfred Broy,,
conf/korso/1995,Stefan Jähnichen,,
conf/seco/2012,Stefano Ceri,,
conf/seco/2012,Marco Brambilla 0001,,
conf/qofis/2003final,Michael Smirnov,,
conf/qofis/2003final,Ernst W. Biersack,,
conf/qofis/2003final,Chris Blondia,,
conf/qofis/2003final,Olivier Bonaventure,,
conf/qofis/2003final,Olga Casals,,
conf/qofis/2003final,Gunnar Karlsson,,
conf/qofis/2003final,George Pavlou,,
conf/qofis/2003final,Bruno Quoitin,,
conf/qofis/2003final,James Roberts,,
conf/qofis/2003final,Ioannis Stavrakakis,,
conf/qofis/2003final,Burkhard Stiller,,
conf/qofis/2003final,Panos Trimintzios,,
conf/qofis/2003final,Piet Van Mieghem,,
conf/xps/1991,Roman Cunis,,
conf/xps/1991,Andreas Günter,,
conf/xps/1991,Helmut Strecker,,
series/vdi/2007internetdd,Hans-Jörg Bullinger,,
series/vdi/2007internetdd,Michael ten Hompel,,0000-0003-3349-4951
series/ncs/2014BM,Yossi Borenstein,,
series/ncs/2014BM,Alberto Moraglio,,
series/ncs/2016LP,Peter R. Lewis,,
series/ncs/2016LP,Marco Platzner,,
series/ncs/2016LP,Bernhard Rinner,,
series/ncs/2016LP,Jim Tørresen,,
series/ncs/2016LP,Xin Yao 0001,,
series/ncs/2011M,Julian F. Miller,,
series/ncs/2015TT,Martin A. Trefzer,,
series/ncs/2015TT,Andy M. Tyrrell,,
series/ncs/2013TC,Shigeyoshi Tsutsui,,
series/ncs/2013TC,Pierre Collet,,
series/ncs/2011SGK,Giovanna Di Marzo Serugendo,,
series/ncs/2011SGK,Marie Pierre Gleizes,,
series/ncs/2011SGK,Anthony Karageorgos,,
series/ncs/2008swarm,Christian Blum 0001,,
series/ncs/2008swarm,Daniel Merkle,,
series/natosec/24,Tanush Shaska,,
series/natosec/24,Engjell Hasimaj,,
series/natosec/36,Orna Grumberg,,
series/natosec/36,Helmut Seidl,,
series/natosec/36,Maximilian Irlbeck,,
series/natosec/40,Maximilian Irlbeck,,
series/natosec/40,Doron A. Peled,,
series/natosec/40,Alexander Pretschner,,
series/natosec/46,Alessandro Niglia,,
series/natosec/42,Mehmet Nesip Ogun,,
series/natosec/29,Dean Crnkovic,,
series/natosec/29,Vladimir D. Tonchev,,
series/natosec/43,Alessandro Niglia,,
series/natosec/47,Elisa Shahbazian,,
series/natosec/47,Galina Rogova,,
series/natosec/28,Elisa Shahbazian,,
series/natosec/28,Galina Rogova,,
series/natosec/37,Sergiy Butenko,,
series/natosec/37,Eduardo L. Pasiliao,,
series/natosec/37,Volodymyr Shylo,,
series/natosec/33,Tobias Nipkow,,
series/natosec/33,Orna Grumberg,,
series/natosec/33,Benedikt Hauptmann,,
series/natosec/31,Vasek Chvátal,,
series/natosec/34,Manfred Broy,,
series/natosec/34,Doron A. Peled,,
series/natosec/34,Georg Kalus,,
series/natosec/27,Mark Last,,
series/natosec/27,Abraham Kandel,,
series/natosec/44,Vladimir V. Vantsevich,,
series/natosec/44,Michael V. Blundell,,
series/natosec/35,Melissa E. Hathaway,,
series/natosec/45,Javier Esparza,,
series/natosec/45,Orna Grumberg,,
series/natosec/45,Salomon Sickert,,
series/natosec/38,Ashok Vaseashta,,
series/natosec/38,Philip Susmann,,
series/natosec/38,Eric Braman,,
series/natosec/39,Denis Caleta,,
series/natosec/39,Vesela Radovic,,
series/natosec/30,Manfred Broy,,
series/natosec/30,Christian Leuxner,,
series/natosec/30,Tony Hoare,,
series/natosec/25,Javier Esparza,,
series/natosec/25,Bernd Spanfelner,,
series/natosec/25,Orna Grumberg,,
series/natosec/26,Ryszard Horodecki,,
series/natosec/26,Sergei Ya. Kilin,,
series/natosec/26,Janusz Kowalik,,
series/natosec/23,Bart Preneel,,
series/natosec/23,Stefan M. Dodunekov,,
series/natosec/23,Vincent Rijmen,,
series/natosec/23,Svetla Nikova,,
series/natosec/41,Lubjana Beshaj,,
series/natosec/41,Tony Shaska,,
series/natosec/41,Eustrat Zhupa,,
series/natosec/32,Mohammad Essaaidi,,
series/natosec/32,Maria Ganzha,,
series/natosec/32,Marcin Paprzycki,,
series/isc/364214451,Ahmad-Reza Sadeghi,,
series/isc/364214451,David Naccache,,
series/isc/364229655,Marc Joye,,
series/isc/364229655,Michael Tunstall,,
series/isc/364202294,Phong Q. Nguyen,,
series/isc/364202294,Brigitte Vallée,,
series/isc/354089409,Alexander W. Dent,,
series/isc/354089409,Yuliang Zheng,,
series/leus/Faye05,Jan Faye,,
series/leus/Faye05,Paul Needham,,
series/leus/Faye05,Uwe Scheffler,,
series/leus/Faye05,Max P. Urchs,,
series/leus/Lapointe09,Sandra Lapointe,,
series/leus/Lapointe09,Jan Wolenski,,
series/leus/Lapointe09,Mathieu Marion,,
series/leus/Lapointe09,Wioletta Miskiewicz,,
series/leus/Ronzitti11,Giuseppina Ronzitti,,
series/leus/Majer09,Ondrej Majer,,
series/leus/Majer09,Ahti-Veikko Pietarinen,,
series/leus/Majer09,Tero Tulenheimo,,
series/leus/Rahman08,Shahid Rahman,,
series/leus/Rahman08,Tero Tulenheimo,,
series/leus/Rahman08,Emmanuel J. Genot,,
series/leus/Symons11,John Symons,,
series/leus/Symons11,Olga Pombo,,
series/leus/Symons11,Juan Manuel Torres,,
series/leus/Vanderveken05,Daniel Vanderveken,,
series/leus/Rahman12,Shahid Rahman,,
series/leus/Rahman12,Giuseppe Primiero,,0000-0003-3264-7100
series/leus/Rahman12,Mathieu Marion,,
series/leus/Schaar13,Maria van der Schaar,,
series/leus/Gabbay11,Dov M. Gabbay,,
series/leus/Gabbay11,Patrice Canivez,,
series/leus/Gabbay11,Shahid Rahman,,
series/leus/Gabbay11,Alexandre Thiercelin,,
series/leus/Rahman08a,Shahid Rahman,,
series/leus/Rahman08a,Tony Street,,
series/leus/Rahman08a,Hassan Tahiri,,
series/leus/Pombo12,Olga Pombo,,
series/leus/Pombo12,Juan Manuel Torres,,
series/leus/Pombo12,John Symons,,
series/leus/Pombo12,Shahid Rahman,,
series/leus/Olsson11,Erik J. Olsson,,
series/leus/Olsson11,Sebastian Enqvist,,
series/leus/Dascal08,Marcelo Dascal,,
series/leus/Fagot07,Anne Fagot-Largeault,,
series/leus/Fagot07,Shahid Rahman,,
series/leus/Fagot07,Juan Manuel Torres,,
series/leus/Trobok12,Majda Trobok,,
series/leus/Trobok12,Nenad Miscevic,,
series/leus/Trobok12,Berislav Zarnic,,0000-0002-2579-1043
series/leus/Rahman04,Shahid Rahman,,
series/leus/Rahman04,John Symons,,
series/leus/Rahman04,Dov M. Gabbay,,
series/leus/Rahman04,Jean Paul Van Bendegem,,
series/leus/Dybjer12,Peter Dybjer,,
series/leus/Dybjer12,Sten Lindström,,
series/leus/Dybjer12,Erik Palmgren,,
series/leus/Dybjer12,Göran Sundholm,,
series/leus/Tanaka13,Koji Tanaka,,
series/leus/Tanaka13,Francesco Berto,,0000-0003-3246-657X
series/leus/Tanaka13,Edwin D. Mares,,
series/leus/Tanaka13,Francesco Paoli,,
series/leus/Kerkhove07,Bart Van Kerkhove,,
series/leus/Kerkhove07,Jean Paul Van Bendegem,,
series/leus/Friend07,Michèle Friend,,
series/leus/Friend07,Norma B. Goethe,,
series/leus/Friend07,Valentina S. Harizanov,,
series/star/2012-80,Bruno Siciliano,,
series/star/2012-76,Erwin Prassler,,
series/star/2012-76,Johann Marius Zöllner,,
series/star/2012-76,Rainer Bischoff 0004,,
series/star/2012-76,Wolfram Burgard,,
series/star/2012-76,Robert Haschke,,
series/star/2012-76,Martin Hägele,,
series/star/2012-76,Gisbert Lawitzky,,
series/star/2012-76,Bernhard Nebel,,
series/star/2012-76,Paul-Gerhard Plöger,,
series/star/2012-76,Ulrich Reiser,,
series/star/2014-95,Ravi Balasubramanian,,
series/star/2014-95,Veronica J. Santos,,
series/star/2008-38,Margaret E. Jefferies,,
series/star/2008-38,Wai-Kiang Yeap,,
series/star/2007-31,Manuel Ferre,,
series/star/2007-31,Martin Buss,,
series/star/2007-31,Rafael Aracil,,
series/star/2007-31,Claudio Melchiorri,,
series/star/2007-31,Carlos Balaguer,,
series/star/2015-106,Samer Mohammed,,
series/star/2015-106,Juan C. Moreno,,
series/star/2015-106,Kyoungchul Kong,,
series/star/2015-106,Yacine Amirat,,
series/star/2011-67,Daniel Schütz,,
series/star/2011-67,Friedrich M. Wahl,,
series/springer/2008mdmp,Fosca Giannotti,,
series/springer/2008mdmp,Dino Pedreschi,,
series/springer/2008MaimonR,Oded Maimon,,
series/springer/2008MaimonR,Lior Rokach,,
series/springer/2008Iskander,Magued Iskander,,
series/springer/2009semDL,Sebastian Ryszard Kruk,,
series/springer/2009semDL,Bill McDaniel,,
series/springer/2008geospatial,John Sample,,
series/springer/2008geospatial,Kevin Shaw,,
series/springer/2008geospatial,Shengru Tu,,
series/springer/2008geospatial,Mahdi Abdelguerfi,,
series/springer/2008Mens,Tom Mens,,0000-0003-3636-5020
series/springer/2008Mens,Serge Demeyer,,
series/springer/20084ing,Manfred Nagl,,
series/springer/20084ing,Hans-Joachim Bargstädt,,
series/springer/20084ing,Michael Hoffmann 0005,,
series/springer/20084ing,Norbert Müller 0002,,
series/crm/W2011,Desheng Dash Wu,,
series/crm/WZ2011,Desheng Dash Wu,,
series/crm/WZ2011,Yong Zhou,,
series/sseke/8,Arnold W. M. Smeulders,,
series/sseke/8,,,
series/lncs/8401,Andreas Holzinger,,0000-0002-6786-5194
series/lncs/8401,Igor Jurisica,,
series/lncs/8998,Martin Wirsing,,
series/lncs/8998,Matthias M. Hölzl,,
series/lncs/8998,Nora Koch,,
series/lncs/8998,Philip Mayer,,
series/lncs/4404,Simeon J. Simoff,,
series/lncs/4404,Michael H. Böhlen,,
series/lncs/4404,Arturas Mazeika,,
series/lncs/4884,Pompeu Casanovas,,0000-0002-0980-2371
series/lncs/4884,Giovanni Sartor,,
series/lncs/4884,Nuria Casellas,,
series/lncs/4884,Rossella Rubino,,
series/lncs/5445,Heiner Stuckenschmidt,,
series/lncs/5445,Christine Parent,,
series/lncs/5445,Stefano Spaccapietra,,
series/lncs/8431,Maritta Heisel,,
series/lncs/8431,Wouter Joosen,,
series/lncs/8431,Javier Lopez,,
series/lncs/8431,Fabio Martinelli,,
series/lncs/8942,Jaime Gutierrez 0001,,
series/lncs/8942,Josef Schicho,,
series/lncs/8942,Martin Weimann,,
series/lncs/7740,Javier Cámara,,
series/lncs/7740,Rogério de Lemos,,0000-0002-0281-6308
series/lncs/7740,Carlo Ghezzi,,
series/lncs/7740,Antónia Lopes,,0000-0003-0688-3521
series/lncs/7010,Jan van Eijck,,
series/lncs/7010,Rineke Verbrugge,,
series/lncs/10001,Wolfgang Ahrendt,,
series/lncs/10001,Bernhard Beckert,,
series/lncs/10001,Richard Bubel,,
series/lncs/10001,Reiner Hähnle,,
series/lncs/10001,Peter H. Schmitt,,
series/lncs/10001,Mattias Ulbrich,,
series/lncs/4889,Alexander A. Pasko,,
series/lncs/4889,Valery Adzhiev,,
series/lncs/4889,Peter Comninos,,
series/lncs/8280,Neal G. Anderson,,
series/lncs/8280,Sanjukta Bhanja,,
series/lncs/5640,Max Bramer,,
series/lncs/5440,Denis Lalanne,,
series/lncs/5440,,,
series/lncs/6545,Jan Camenisch,,
series/lncs/6545,Ronald Leenes,,
series/lncs/6545,Dieter Sommer,,
series/lncs/9605,Andreas Holzinger,,
series/lncs/7130,Javier Lopez,,
series/lncs/7130,Roberto Setola,,
series/lncs/7130,Stephen D. Wolthusen,,
series/lncs/5868,Ravindra K. Ahuja,,
series/lncs/5868,Rolf H. Möhring,,
series/lncs/5868,Christos D. Zaroliagis,,
series/lncs/4324,Mike Barley,,
series/lncs/4324,Haralambos Mouratidis,,
series/lncs/4324,Amy Unruh,,
series/lncs/4324,Diana F. Spears,,
series/lncs/4324,Paul Scerri,,
series/lncs/4324,Fabio Massacci,,
series/lncs/7700,Grégoire Montavon,,
series/lncs/7700,Genevieve B. Orr,,
series/lncs/7700,Klaus-Robert Müller,,
series/lncs/10025,Sander Münster,,
series/lncs/10025,Mieke Pfarr-Harfst,,
series/lncs/10025,Piotr Kuroczynski,,
series/lncs/10025,Marinos Ioannides,,
series/lncs/7850,Dave Clarke,,
series/lncs/7850,James Noble,,
series/lncs/7850,Tobias Wrigstad,,
series/lncs/8972,Johan van Benthem,,
series/lncs/8972,Sujata Ghosh,,
series/lncs/8972,Rineke Verbrugge,,
series/lncs/6505,Alain Lecomte,,
series/lncs/6505,Samuel Tronçon,,
series/lncs/6202,Michael May,,
series/lncs/6202,Lorenza Saitta,,
series/lncs/3484,Evripidis Bampis,,
series/lncs/3484,Klaus Jansen,,
series/lncs/3484,Claire Kenyon,,
series/lncs/7200,Giuseppe Anastasi,,
series/lncs/7200,Emilio Bellini,,
series/lncs/7200,Elisabetta Di Nitto,,
series/lncs/7200,Carlo Ghezzi,,
series/lncs/7200,Letizia Tanca,,
series/lncs/7200,Eugenio Zimeo,,
series/lncs/4821,Jens Bennedsen,,
series/lncs/4821,Michael E. Caspersen,,
series/lncs/4821,Michael Kölling,,
series/lncs/4950,Andreas Kerren,,
series/lncs/4950,John T. Stasko,,
series/lncs/4950,Jean-Daniel Fekete,,
series/lncs/4950,Chris North,,
series/lncs/7847,Wolfgang Effelsberg,,
series/lncs/7847,Ralf Steinmetz,,
series/lncs/7847,Thorsten Strufe,,
series/lncs/4334,Bernhard Beckert,,
series/lncs/4334,Reiner Hähnle,,
series/lncs/4334,Peter H. Schmitt,,
series/lncs/3778,Colin Atkinson,,
series/lncs/3778,Christian Bunse,,
series/lncs/3778,Hans-Gerhard Gross,,
series/lncs/3778,Christian Peper,,
series/lncs/3864,Yang Cai 0002,,
series/lncs/3864,Julio Abascal,,
series/lncs/4986,Matthew J. B. Robshaw,,
series/lncs/4986,Olivier Billet,,0000-0002-3742-7169
series/lncs/10099,Andrea Bondavalli,,
series/lncs/10099,Sara Bouchenak,,
series/lncs/10099,Hermann Kopetz,,
series/lncs/5225,Giovanni Pezzulo,,0000-0001-6813-8282
series/lncs/5225,Martin V. Butz,,
series/lncs/5225,Cristiano Castelfranchi,,
series/lncs/5225,Rino Falcone,,
series/lncs/10030,Peng Liu,,
series/lncs/10030,Sushil Jajodia,,
series/lncs/10030,Cliff Wang,,
series/lncs/8355,Marinos Ioannides,,
series/lncs/8355,Ewald Quak,,
series/lncs/5436,Bernhard Sendhoff,,
series/lncs/5436,Edgar Körner,,
series/lncs/5436,Olaf Sporns,,
series/lncs/5436,Helge J. Ritter,,
series/lncs/5436,Kenji Doya,,
series/lncs/7250,Michael R. Berthold,,
series/lncs/4650,Yang Cai 0002,,
