BOOK_KEY,LAST_MDATE,PUBLTYPE,CDATE,TITLE,BOOKTITLE,PAGES,YEAR,VOLUME,MONTH,URL,CDROM,NOTE,SERIES,SCHOOL
books/infix/Hartel97,2016-10-31,,,Konzeptionelle Modellierung von Informationssystemen als verteilte Objektsysteme.,,1-196,1997,22,,,,,DISDBIS,University of Braunschweig
books/infix/Rieche96,2017-01-12,,,Föderierte Datenbanktechnologie für die Molekularbiologie: Konzepte Einsatz und Nutzen.,,1-204,1996,8,,,,,DISDBIS,University of Zurich Zürich Switzerland
books/infix/Wiltfang99,2017-01-12,,,Funktionsorientiertes Management heterogener ATM-Netzwerke.,,1-242,1999,57,,,,,DISDBIS,Karlsruhe Institute of Technology Germany
books/infix/Frank97,2016-09-29,,,View Integration für objektorientierte Datenbanken.,,,1997,32,,,,,DISDBIS,University of Klagenfurt
books/infix/Hemforth93,2017-01-09,,,Kognitives Parsing: Repräsentation und Verarbeitung sprachlichen Wissens.,,1-268,1993,40,,,,,DISKI,Ruhr University Bochum Germany
books/infix/Dobrovnik97,2016-09-29,,,Externe Schemata in objektorientierten Datenbansystemen.,,,1997,25,,,,,DISDBIS,University of Klagenfurt
books/infix/Tank92,2017-01-06,,,Modellierung von Expertise über Konfigurierungsaufgaben.,,1-198,1992,5,,,,,DISKI,Technical University of Berlin Germany
books/infix/Meskes97,2016-09-30,,,Extending the Stratification Approach for Deductive Database Systems.,,,1997,21,,,,,DISDBIS,
books/infix/Messer92,2017-01-11,,,Wissensbasierte Synthese von Bildanalyseprogrammen.,,1-140,1992,22,,,,,DISKI,Technical University Munich Germany
books/infix/Listl96,2017-01-12,,,Effiziente Pufferverwaltung in parallelen relationalen Datenbanksystemen.,,1-230,1996,7,,,,,DISDBIS,Technical University Munich Germany
books/infix/Wanner98,2017-01-12,,,Entwurf eines objektorientierten Datenbankmodells Für relationale Datenbanksysteme.,,1-147,1998,46,,,,,DISDBIS,Brandenburg University of Technology Cottbus - Senftenberg Germany
books/infix/Bayer93,2016-12-15,,,Ein modellgestütztes Analysesystem zum Bildverstehen strukturierter Dokumente.,,1-191,1993,44,,,,,DISKI,University of Erlangen-Nuremberg Germany
books/infix/Viegener97,2016-09-30,,,Inkrementelle domänenunabhängige Thesauruserstellung in dokumentbasierten Informationssystemen durch Kombination von Konstruktionsverfahren.,,,1997,,,,,,,Karlsruhe Institute of Technology
books/infix/Assmann92,2016-12-14,,,Parallele Modelle für Deduktionssysteme.,,1-297,1992,21,,,,,DISKI,University of Bonn Germany
books/infix/Heinsohn94,2017-01-09,,,ALCP - Ein hybrider Ansatz zur Modellierung von Unsicherheit in terminologischen Logiken.,,1-216,1994,55,,,,,DISKI,Saarland University Saarbrücken Germany
books/infix/Reinert96,2017-01-12,,,Ein Regelsystem zur Integrtätssicherung in aktiven relationalen Datenbanksystemen.,,1-205,1996,11,,,,,DISDBIS,Kaiserslautern University of Technology Germany
books/infix/Zercher92,2017-01-05,,,Wissensintensives Lernen für zeitkritische technische Diagnoseaufgaben.,,1-149,1992,17,,,,,DISKI,Technical University Munich Germany
books/infix/Simon93,2017-01-06,,,Dynamische situationsbezogene Hypertext-Handbücher für komplexe Tätigkeiten.,,1-230,1993,49,,,,,DISKI,University of Erlangen-Nuremberg Germany
books/infix/Andre95,2016-12-15,,,Ein planbasierter Ansatz zur Generierung multimedialer Präsentationen.,,1-215,1995,108,,,,,DISKI,Saarland University Saarbrücken Germany
books/infix/Hofmann98,2017-01-12,,,Skalierbare Multicast-Kommunikation in Weitverkehrsnetzen.,,1-251,1998,42,,,,,DISDBIS,Karlsruhe Institute of Technology Germany
books/infix/Denker96,2016-10-04,,,Verfeinerung in objektorientierten Spezifikationen.,,1-161,1996,6,,,,,DISDBIS,Braunschweig University of Technology Germany
books/infix/Kusch96,2017-01-12,,,Entwicklung verteilter Objektstrukturen für skalierbare und hochgradig verfügbare Informationssysteme.,,,1996,9,,,,,DISDBIS,Otto-von-Guericke University Magdeburg Germany
books/infix/Ertel93,2016-12-29,,,Parallele Suche mit randomisiertem Wettbewerb in Inferenzsystemen.,,1-172,1993,25,,,,,DISKI,Technical University Munich Germany
books/infix/Krivokapic99,2017-01-12,,,Control Mechanisms in Distributed Object Bases. Synchronization Deadlock Detection Migration.,,1-134,1999,54,,,,,DISDBIS,University of Passau Germany
books/infix/Maier93,2017-01-10,,,Einbettung von Konzepthierarchien in ein Deduktives Datenbanksystem.,,1-238,1993,47,,,,,DISKI,University of Trier Germany
books/infix/Ludascher98,2017-01-12,,,Integration of Active and Deductive Database Rules.,,1-147,1998,45,,,,,DISDBIS,University of Freiburg Freiburg im Breisgau Germany
books/infix/Mehl93,2017-01-10,,,Dynamische semantische Netze - Zur Kontextabhängigkeit von Wortbedeutungen.,,1-280,1993,52,,,,,DISKI,University of Koblenz-Landau Germany
books/infix/Ritter97,2016-09-30,,,DB-gestützte Kooperationsdienste für technische Entwurfsanwendungen.,,,1997,33,,,,,DISDBIS,
books/infix/Grosse99,2017-01-12,,,Bedarfsorientierte Dienstvermittlung in vernetzten Systemen.,,1-298,1999,64,,,,,DISDBIS,Karlsruhe Institute of Technology Germany
books/infix/Kliger96,2017-04-05,,,Unterstützung anwendungsspezifischer Zugriffsprofile in Objektbanksystemen.,,,1996,3,,,,,DISDBIS,Karlsruhe Institute of Technology Germany
books/infix/Syska92,2017-01-06,,,Modulare Problemlösungsarchitekturen für Konstruktionssysteme.,,1-213,1992,4,,,,,DISKI,University of Hamburg Germany
books/infix/Prechtel93,2017-01-11,,,Erklärungen für komplexe Wissensbasen.,,1-201,1993,28,,,,,DISKI,University of Erlangen-Nuremberg Germany
books/infix/Spreng93,2017-01-06,,,Situationsanalyse bei Kontakten während der Ausführung von Roboterbewegungen in unsicheren Umgebungen.,,1-186,1993,34,,,,,DISKI,Karlsruhe Institute of Technology Germany
books/infix/Preuner99,2017-01-13,,,Definition of Behavior in Object-Oriented Databases by View Integration.,,1-221,1999,53,,,,,DISDBIS,Johannes Kepler University Linz Austria
books/infix/Myka99,2017-01-12,,,Fehlertolerante und effiziente automatische Analyse digitalisierter Dokumente zur Gewinnung von Hypertextstrukturen.,,1-252,1999,52,,,,,DISDBIS,University of Tübingen Germany
books/infix/Schmitt98,2017-01-12,,,Schemaintegration für den Entwurf föderierter Datenbanken.,,1-297,1998,43,,,,,DISDBIS,Otto-von-Guericke University Magdeburg Germany
books/infix/Schaefers2016,2016-10-26,,,Ein ähnlichkeitsbasiertes Matching-Verfahren für die Integration räumlicher Datenbanken.,,,2016,109,,,,,DISDBIS,
books/infix/Homann97,2016-09-29,,,Symbolisches Lösen mathematischer Probleme durch Kooperation algorithmischer und logischer Systeme.,,,1997,152,,,,,DISKI,
books/infix/Liu93,2017-01-10,,,Oberflächenbasierte Segmentierung von Tiefenbildern.,,1-134,1993,36,,,,,DISKI,University of Erlangen-Nuremberg Germany
books/infix/Dusterhoft97,2016-09-29,,,Zur natürlichsprachlichen interaktiven Unterstützung im Datenbankentwurf.,,,1997,36,,,,,DISDBIS,Brandenburg University of Technology
books/infix/Uhrmacher92,2017-02-15,,,EMSY - Ein Modellierungskonzept für ökologische und biologische Systeme unter besonderer Berücksichtigung ihrer dynamischen Veränderung.,,1-190,1992,20,,,,,DISKI,University of Koblenz-Landau Germany
books/infix/Otte94,2017-01-11,,,Extraktion von linienförmigen Merkmalen und Ermittlung des optischen Flusses mit seinen Ableitungen aus Voll- und Halbbildfolgen.,,1-171,1994,63,,,,,DISKI,Karlsruhe Institute of Technology Germany
books/infix/Sauter98,2017-01-12,,,Interoperabilität von Datenbanksystemen bei struktureller Heterogenität. Architektur Beschreibungs- und Ausführungsmodell zur Unterstützung der Integration und Migration.,,1-284,1998,47,,,,,DISDBIS,Kaiserslautern University of Technology Germany
books/infix/Benzschawel96,2017-01-11,,,Implementierung einer effizienten Anfrageauswertung für ein deduktives Datenbanksystem.,,1-194,1996,17,,,,,DISDBIS,University of Trier Germany
books/infix/Mast93,2017-01-10,,,Ein Dialogmodul für ein Spracherkennungs- und Dialogsystem.,,1-196,1993,50,,,,,DISKI,University of Erlangen-Nuremberg Germany
books/infix/Kapsammer99,2017-01-12,,,Metadata-Based Middleware for Integrating Information Systems.,,1-123,1999,62,,,,,DISDBIS,Johannes Kepler University Linz Austria
books/infix/Gertz96,2017-01-12,,,,,,,,,,,,,
books/infix/Kohne93,2017-03-14,,,Integration von Aktionsplanung und Konfigurierung.,,1-206,1993,38,,,,,DISKI,Karlsruhe Institute of Technology Germany
books/infix/Jonscher98,2017-01-12,,,Access Control in Object-Oriented Federated Database Systems.,,1-247,1998,49,,,,,DISDBIS,University of Zurich Zürich Switzerland
books/infix/Stein94,2017-05-15,,,Wissensbasierte Analyse medizinischer Bilder - das Biotop-Verfahren.,,1-147,1994,62,,,,,DISKI,University of Hamburg Germany
books/infix/Neugebauer92,2017-01-11,,,Pragmatische Programmsynthese.,,1-169,1992,18,,,,,DISKI,Darmstadt University of Technology Germany
books/infix/Fahrner97,2016-09-29,,,Schematransformationen in Datenbanken.,,,1997,29,,,,,DISDBIS,
books/infix/Cao93,2016-12-21,,,Zur Darstellung und Verarbeitung von Wissen über Himmelsrichtungen.,,1-198,1993,33,,,,,DISKI,University of Hamburg Germany
books/infix/Nissen97,2016-09-30,,,Separierung und Resolution multipler Perspektiven in der konzeptuellen Modellierung.,,,1997,38,,,,,DISDBIS,
books/infix/Bruning93,2017-02-13,,,Erweiterung der Wissensbasierten CAD-Konstruktion um Restriktionsnetztechniken.,,1-137,1993,35,,,,,DISKI,Technical University Munich Germany
books/infix/Gallersdorfer97,2016-09-29,,,Replikationsmanagement in verteilten Informationssystemen.,,,1997,24,,,,,DISDBIS,RWTH Aachen University
books/infix/Winklhofer94,2017-05-17,,,Zeitrepräsentation und merkmalsgesteuerte Suche zur Terminplanung.,,1-167,1994,58,,,,,DISKI,Technical University Munich Germany
books/infix/Berns94,2017-02-09,,,Steuerungsansätze auf der Basis Neuronaler Netze für sechsbeinige Laufmaschinen.,,1-187,1993,61,,,,,DISKI,Karlsruhe Institute of Technology Germany
books/infix/Lehner93,2017-01-10,,,Grammatikentwicklung mit Constraint Logik Programmierung. Implementierung einer Grammatik für das Deutsche mit PROLOG III.,,1-179,1993,29,,,,,DISKI,Ludwig Maximilian University of Munich Germany
books/infix/Eusterbrock92,2017-01-07,,,Wissensbasierte Verfahren zur Synthese mathematischer Beweise: Eine kombinatorische Anwendung.,,1-276,1992,10,,,,,DISKI,University of Stuttgart Germany
books/infix/Kandzia98,2017-01-12,,,Reduktion zur effizienten Programmierung von Methoden in deduktiven objektorientierten Datenbanken.,,1-188,1998,48,,,,,DISDBIS,University of Freiburg Freiburg im Breisgau Germany
books/infix/Fischer93,2017-01-09,,,Verteiltes und kooperatives Planen in einer flexiblen Fertigungsumgebung.,,1-220,1993,26,,,,,DISKI,Technical University Munich Germany
books/infix/vonWangenheim97,2016-09-30,,,Cyclops - Wissensbasierte Bildanalyse in der Medizin.,,,1997,147,,,,,DISKI,University of Kaiserslautern
books/infix/Wodtke97,2016-09-30,,,Modellbildung und Architektur von verteilten Workflow-Management-Systemen.,,,1997,31,,,,,DISDBIS,Saarland University
books/infix/Zachmann97,2016-09-30,,,Typsichere Objektbankmigration.,,,1997,26,,,,,DISDBIS,Karlsruhe Institute of Technology
books/infix/Kummert92,2017-01-09,,,Flexible Steuerung eines sprachverstehenden Systems mit homogener Wissensbasis.,,1-241,1992,12,,,,,DISKI,University of Erlangen-Nuremberg Germany
books/infix/Werling93,2017-05-17,,,Produkorientierte automatische Planung von Prüfoperationen bei der robotergestützten Montage.,,1-211,1993,46,,,,,DISKI,Karlsruhe Institute of Technology Germany
books/infix/Maurer93,2017-01-10,,,Hypermediabasiertes Knowledge Engineering für verteilte wissensbasierte Systeme.,,,1993,48,,,,,DISKI,Kaiserslautern University of Technology Germany
books/infix/Boss96,2017-01-11,,,Fuzzy-Techniken in objektorientierten Datenbanksystemen zur Unterstützung von Entwurfsprozessen.,,1-263,1996,4,,,,,DISDBIS,Karlsruhe Institute of Technology Germany
books/infix/Neufeld94,2017-01-11,,,Validierung konzeptueller Schemata.,,1-229,1994,56,,,,,DISKI,Karlsruhe Institute of Technology Germany
books/infix/Breitner98,2017-01-12,,,Ein Informationsmodell für Ableitungsprozesse und ihre Ergebnisse im Wissensgewinnungsprozeß.,,1-290,1998,41,,,,,DISDBIS,Karlsruhe Institute of Technology Germany
books/infix/Thomas96,2017-01-12,,,An Approach to Query Processing in Advanced Database Systems.,,1-224,1996,16,,,,,DISDBIS,Kaiserslautern University of Technology Germany
books/infix/Sommer93,2017-01-06,,,MoKon - Ein Ansatz zur Wissensbasierten Konfiguration von Variantenerzeugnissen.,,1-246,1993,32,,,,,DISKI,University of Erlangen-Nuremberg Germany
books/infix/Staudt97,2016-09-30,,,Sichtenmanagement in Client-Server-Systemen.,,,1997,23,,,,,DISDBIS,
books/infix/Ley93,2017-01-10,,,Ein Datenbankkern zur Speicherung variabel strukturierter Feature-Terme. Implementierungstechniken.,,1-263,1993,41,,,,,DISKI,University of Trier Germany
books/infix/Muller92,2017-01-11,,,Verwendung von Bildauswertungsmethoden zur Erkennung und Lagebestimmung von generischen polyedrischen Objekten im Raum.,,1-154,1992,2,,,,,DISKI,Karlsruhe Institute of Technology Germany
books/infix/Schroder94,2017-01-06,,,Erwartungsgestützte Analyse medizinischer Befundungstexte. Ein wissensbasiertes Modell zur Sprachverarbeitung.,,1-242,1994,54,,,,,DISKI,University of Hamburg Germany
books/infix/Woss99,2002-01-03,,,Konzeption eines regelbasierten Systems für Produktdatenmanagement in CIM.,,,1999,61,,,,,DISDBIS,
books/infix/Obermayer93,2017-01-11,,,Adaptive Neuronale Netze und ihre Anwendung als Modelle der Entwicklung kortikaler Karten.,,1-164,1993,24,,,,,DISKI,Technical University Munich Germany
books/infix/Reithinger92,2017-01-27,,,Eine parallele Architektur zur inkrementellen Generierung multimodaler Dialogbeiträge.,,1-185,1992,1,,,,,DISKI,Saarland University Saarbrücken Germany
books/infix/Neubert94,2017-01-11,,,Modellkonstruktion in MIKE. Methoden und Werkzeuge.,,1-335,1994,60,,,,,DISKI,Karlsruhe Institute of Technology Germany
books/infix/Kaldeich97,2016-09-29,,,Toleranz- und Kongruenzrelationen in relationalen Datenbanken.,,,1997,30,,,,,DISDBIS,
books/infix/Moller96,2016-09-30,,,HAMVIS: Generierung von Visualisierungen in einem Rahmensystem zur systematischen Entwicklung von Benutzungsschnittstellen.,,1-341,1996,149,,,,,DISKI,
books/infix/Geyer99,2017-01-12,,,Das digital lecture board. Konzeption Design und Entwicklung eines Whiteboards für synchrones Teleteaching.,,1-208,1999,58,,,,,DISDBIS,University of Mannheim Germany
books/infix/Rezende97,2016-11-29,,,Transaction Services for Knowledge Base Management Systems. Modeling Aspects Architectural Issues and Realization Techniques.,,1-320,1997,35,,,,,DISDBIS,University of Kaiserslautern Germany
books/infix/Hormann92,2002-01-03,,,Begleitende Montageablaufplanung für ein sensorgestütztes Zweiarm-Manipulatorsystem.,,,1992,11,,,,,DISKI,
books/infix/Weiss95,2017-01-06,,,Distributed Machine Learning.,,1-125,1995,75,,,,,DISKI,Technical University Munich Germany
books/infix/Turker99,2017-01-12,,,Semantic Integrity Constraints in Federated Database Schemata.,,1-260,1999,63,,,,,DISDBIS,Otto-von-Guericke University Magdeburg Germany
books/infix/Eckstein93,2016-12-29,,,Die Bildanalysesprache TRIAS.,,1-198,1993,31,,,,,DISKI,Technical University Munich Germany
books/infix/Makoui2007,2007-06-01,,,Anfrageoptimierung in objektrelationalen Datenbanken durch kostenbedingte Termersetzungen,,,2007,100,,,,,DISDBIS,
books/infix/Schuster98,2017-01-12,,,Architektur verteilter Workflow-Management-Systeme.,,1-217,1998,50,,,,,DISDBIS,
books/infix/Posegga93,2017-01-11,,,Deduktion mit Shannongraphen für Prädikatenlogik erster Stufe.,,1-124,1993,51,,,,,DISKI,Karlsruhe Institute of Technology Germany
books/infix/Specht93,2017-01-06,,,Source-to-Source Transformationen zur Erklärung des Programmverhaltens bei deduktiven Datenbanken.,,1-196,1993,42,,,,,DISKI,
books/infix/Pauli93,2017-01-11,,,Erklärungsbasiertes Computer-Sehen von Bildfolgen.,,1-233,1993,27,,,,,DISKI,Technical University Munich Germany
books/infix/Jeusfeld92,2017-01-09,,,Änderungskontrolle in deduktiven Datenbanken.,,,1992,19,,,,,DISKI,University of Passau Germany
books/infix/Karbach94,2017-01-09,,,MODEL-K: Modellierung und Operationalisierung von Selbsteinschätzung und -steuerung durch Reflexion und Metawissen.,,,1994,57,,,,,DISKI,Bielefeld University Germany
books/infix/Hartmann96,2017-01-12,,,Entwurf einer Sprache für die verhaltensorientierte konzeptionelle Modellierung von Informationssystemen.,,1-241,1996,1,,,,,DISDBIS,Otto-von-Guericke University Magdeburg Germany
books/infix/Ludewig93,2017-01-10,,,Inkrementelle wörterbuchbasierte Wortschatzerweiterungen in sprachverarbeitenden Systemen. Entwurf einer konstruktiven Lexikonkonzeption.,,1-182,1993,30,,,,,DISKI,University of Osnabrück Germany
books/infix/Zhao94,2017-01-05,,,Qualitative Analyse im Rahmen qualitativen und modellbasierten Schließens.,,1-260,1994,59,,,,,DISKI,University of Bremen Germany
books/infix/Masermann99,2017-01-12,,,Schema-unabhängige Anfragesprachen für relationale Datenbanken.,,1-177,1999,60,,,,,DISDBIS,University of Münster Germany
books/infix/Steinbrunn96,2017-01-12,,,Heuristic and Randomised Optimisation Techniques in Object-Oriented Database Systems.,,1-129,1996,5,,,,,DISDBIS,University of Passau Germany
